"Bite","EstimatedTime_procNoise","CumulativeGrams_procNoise","BiteGrams_procNoise","int","quad","linear"
40,8.99878380330498,78.303489040685,2.06567866604657,"i = -43.43","q = -0.26","l = 15.83"
41,9.18232388119172,80.3541194396166,2.05063039893165,"i = -43.43","q = -0.26","l = 15.83"
42,9.32714702808764,81.9599846198657,1.60586518024908,"i = -43.43","q = -0.26","l = 15.83"
43,9.55099899199307,84.4209949509569,2.46101033109122,"i = -43.43","q = -0.26","l = 15.83"
44,9.7062708096654,86.1129456513785,1.69195070042156,"i = -43.43","q = -0.26","l = 15.83"
45,9.88403322481034,88.03478904282,1.9218433914415,"i = -43.43","q = -0.26","l = 15.83"
46,10.1034706794718,90.3848437377451,2.35005469492516,"i = -43.43","q = -0.26","l = 15.83"
47,10.2661930043908,92.1115644594377,1.72672072169253,"i = -43.43","q = -0.26","l = 15.83"
48,10.4572167403246,94.1212766709262,2.00971221148851,"i = -43.43","q = -0.26","l = 15.83"
49,10.6571321161519,96.2044946921315,2.08321802120535,"i = -43.43","q = -0.26","l = 15.83"
50,10.7795857345347,97.4704000646867,1.26590537255512,"i = -43.43","q = -0.26","l = 15.83"
51,11.0152822512783,99.8853458011012,2.41494573641451,"i = -43.43","q = -0.26","l = 15.83"
52,11.1949208629164,101.70679045454,1.82144465343907,"i = -43.43","q = -0.26","l = 15.83"
53,11.366217889296,103.428240825592,1.72145037105189,"i = -43.43","q = -0.26","l = 15.83"
54,11.6178722862818,105.929949695907,2.50170887031474,"i = -43.43","q = -0.26","l = 15.83"
55,11.7538415882222,107.268112394288,1.33816269838132,"i = -43.43","q = -0.26","l = 15.83"
1,2.2312924214329,1.82751180511781,1.82751180511781,"i = -43.43","q = -0.26","l = 20.85"
2,2.3489880366782,4.14359797857465,2.31608617345684,"i = -43.43","q = -0.26","l = 20.85"
3,2.43934161193471,5.91681051074172,1.77321253216707,"i = -43.43","q = -0.26","l = 20.85"
4,2.55278182752327,8.13717624171163,2.22036573096991,"i = -43.43","q = -0.26","l = 20.85"
5,2.6408567915021,9.85651666063223,1.7193404189206,"i = -43.43","q = -0.26","l = 20.85"
6,2.75610235130901,12.1002547315437,2.24373807091147,"i = -43.43","q = -0.26","l = 20.85"
7,2.85762579818794,14.071191141476,1.97093640993231,"i = -43.43","q = -0.26","l = 20.85"
8,2.92289464242515,15.3355033679584,1.26431222648242,"i = -43.43","q = -0.26","l = 20.85"
9,3.02684914658031,17.3446783381687,2.00917497021027,"i = -43.43","q = -0.26","l = 20.85"
10,3.12547616948802,19.2457633204826,1.9010849823139,"i = -43.43","q = -0.26","l = 20.85"
11,3.24739792683861,21.588970703898,2.3432073834154,"i = -43.43","q = -0.26","l = 20.85"
12,3.32726811766532,23.1198585475094,1.5308878436114,"i = -43.43","q = -0.26","l = 20.85"
13,3.449235042629,25.4513103277455,2.33145178023607,"i = -43.43","q = -0.26","l = 20.85"
14,3.55230492508043,27.4155891045017,1.96427877675623,"i = -43.43","q = -0.26","l = 20.85"
15,3.65968307244884,29.4561790813142,2.04058997681246,"i = -43.43","q = -0.26","l = 20.85"
16,3.74705509486293,31.1122139284943,1.65603484718011,"i = -43.43","q = -0.26","l = 20.85"
17,3.87388682053153,33.5091949308835,2.3969810023892,"i = -43.43","q = -0.26","l = 20.85"
18,3.96752329236464,35.2735282993383,1.76433336845481,"i = -43.43","q = -0.26","l = 20.85"
19,4.08093567284315,37.4044653623512,2.13093706301294,"i = -43.43","q = -0.26","l = 20.85"
20,4.18329756037335,39.3221079225787,1.91764256022753,"i = -43.43","q = -0.26","l = 20.85"
21,4.25970184011872,40.7499595478115,1.42785162523271,"i = -43.43","q = -0.26","l = 20.85"
22,4.37474639786722,42.8942771481369,2.14431760032542,"i = -43.43","q = -0.26","l = 20.85"
23,4.48311363627329,44.9079278752401,2.0136507271032,"i = -43.43","q = -0.26","l = 20.85"
24,4.58424324919842,46.7816582837044,1.87373040846431,"i = -43.43","q = -0.26","l = 20.85"
25,4.71041523360513,49.1120199302194,2.33036164651506,"i = -43.43","q = -0.26","l = 20.85"
26,4.81744343134066,51.0824010079046,1.97038107768514,"i = -43.43","q = -0.26","l = 20.85"
27,4.91368256228167,52.8491399096936,1.76673890178905,"i = -43.43","q = -0.26","l = 20.85"
28,5.02396063854396,54.8677630701236,2.01862316042997,"i = -43.43","q = -0.26","l = 20.85"
29,5.11272619346456,56.488072265287,1.6203091951634,"i = -43.43","q = -0.26","l = 20.85"
30,5.22525864830869,58.5364091385732,2.04833687328615,"i = -43.43","q = -0.26","l = 20.85"
31,5.34429466104185,60.6960566255828,2.15964748700963,"i = -43.43","q = -0.26","l = 20.85"
32,5.44716006494398,62.5564707012095,1.86041407562674,"i = -43.43","q = -0.26","l = 20.85"
33,5.56415476994276,64.66583009593,2.10935939472051,"i = -43.43","q = -0.26","l = 20.85"
34,5.65320060348663,66.2665798563014,1.60074976037139,"i = -43.43","q = -0.26","l = 20.85"
35,5.77572456570304,68.4625085546034,2.19592869830197,"i = -43.43","q = -0.26","l = 20.85"
36,5.89610885506817,70.6125906050617,2.15008205045828,"i = -43.43","q = -0.26","l = 20.85"
37,5.99091043577872,72.3005304452804,1.68793984021875,"i = -43.43","q = -0.26","l = 20.85"
38,6.116334228145,74.5266151598111,2.2260847145307,"i = -43.43","q = -0.26","l = 20.85"
39,6.23641980965157,76.6503946419157,2.12377948210457,"i = -43.43","q = -0.26","l = 20.85"
40,6.34816836289946,78.6200859480809,1.96969130616517,"i = -43.43","q = -0.26","l = 20.85"
41,6.41996030131019,79.8821190681474,1.26203312006659,"i = -43.43","q = -0.26","l = 20.85"
42,6.56637060709024,82.4476791635682,2.56556009542079,"i = -43.43","q = -0.26","l = 20.85"
43,6.65282626275618,83.9574863766556,1.50980721308731,"i = -43.43","q = -0.26","l = 20.85"
44,6.77964724222431,86.1652724385765,2.2077860619209,"i = -43.43","q = -0.26","l = 20.85"
45,6.88330571207263,87.9637034420695,1.79843100349301,"i = -43.43","q = -0.26","l = 20.85"
46,7.00672950862533,90.0978676480255,2.13416420595601,"i = -43.43","q = -0.26","l = 20.85"
47,7.122158960442,92.0867289990002,1.98886135097474,"i = -43.43","q = -0.26","l = 20.85"
48,7.22483221283113,93.850057500367,1.76332850136676,"i = -43.43","q = -0.26","l = 20.85"
49,7.35624266656686,96.0990358343605,2.24897833399356,"i = -43.43","q = -0.26","l = 20.85"
50,7.47533420068225,98.1295364600759,2.03050062571533,"i = -43.43","q = -0.26","l = 20.85"
51,7.58896370886337,100.060129091046,1.93059263097004,"i = -43.43","q = -0.26","l = 20.85"
52,7.70036543761432,101.946442914972,1.886313823926,"i = -43.43","q = -0.26","l = 20.85"
53,7.82227603292202,104.003404928308,2.05696201333659,"i = -43.43","q = -0.26","l = 20.85"
54,7.9051395820213,105.397186379397,1.39378145108813,"i = -43.43","q = -0.26","l = 20.85"
55,8.03688353301527,107.605895973807,2.20870959441058,"i = -43.43","q = -0.26","l = 20.85"
1,0.69125244576114,2.20315119839155,2.20315119839155,"i = -43.43","q = -0.26","l = 66.19"
2,0.715896813046698,3.82535896197656,1.62220776358501,"i = -43.43","q = -0.26","l = 66.19"
3,0.746191574639244,5.81907537590357,1.99371641392701,"i = -43.43","q = -0.26","l = 66.19"
4,0.77610509368743,7.7872401563869,1.96816478048333,"i = -43.43","q = -0.26","l = 66.19"
5,0.808575502868898,9.92311650921929,2.1358763528324,"i = -43.43","q = -0.26","l = 66.19"
6,0.838742895174946,11.9070177918695,1.98390128265016,"i = -43.43","q = -0.26","l = 66.19"
7,0.869618697059566,13.9370229854724,2.03000519360297,"i = -43.43","q = -0.26","l = 66.19"
8,0.897205863762952,15.7503952366485,1.81337225117602,"i = -43.43","q = -0.26","l = 66.19"
9,0.922411136745622,17.4068585489025,1.65646331225403,"i = -43.43","q = -0.26","l = 66.19"
10,0.956694766707635,19.6594186960322,2.25256014712968,"i = -43.43","q = -0.26","l = 66.19"
11,0.980723726438559,21.2378501216844,1.57843142565221,"i = -43.43","q = -0.26","l = 66.19"
12,1.01013077241362,23.1691581621158,1.93130804043145,"i = -43.43","q = -0.26","l = 66.19"
13,1.04015380354005,25.1404635007991,1.97130533868328,"i = -43.43","q = -0.26","l = 66.19"
14,1.07188154553005,27.2231973715985,2.0827338707994,"i = -43.43","q = -0.26","l = 66.19"
15,1.10173165601816,29.1822047825446,1.95900741094605,"i = -43.43","q = -0.26","l = 66.19"
16,1.13189487587143,31.1612968002443,1.97909201769971,"i = -43.43","q = -0.26","l = 66.19"
17,1.15942153012766,32.9669892736323,1.80569247338802,"i = -43.43","q = -0.26","l = 66.19"
18,1.18982740087172,34.9611007955457,1.99411152191342,"i = -43.43","q = -0.26","l = 66.19"
19,1.22694590746671,37.3948051370641,2.43370434151844,"i = -43.43","q = -0.26","l = 66.19"
20,1.25181110174104,39.0247161197053,1.62991098264114,"i = -43.43","q = -0.26","l = 66.19"
21,1.28381568150778,41.1221463844956,2.09743026479028,"i = -43.43","q = -0.26","l = 66.19"
22,1.3118491731345,42.9588985471819,1.8367521626863,"i = -43.43","q = -0.26","l = 66.19"
23,1.33757773736441,44.6442773552898,1.68537880810791,"i = -43.43","q = -0.26","l = 66.19"
24,1.37790138613895,47.2850407645846,2.64076340929487,"i = -43.43","q = -0.26","l = 66.19"
25,1.39753514165549,48.5705378011318,1.28549703654714,"i = -43.43","q = -0.26","l = 66.19"
26,1.42795110419562,50.5615967942187,1.9910589930869,"i = -43.43","q = -0.26","l = 66.19"
27,1.46795960503396,53.1798703336303,2.61827353941158,"i = -43.43","q = -0.26","l = 66.19"
28,1.48840702947248,54.5176927247777,1.33782239114748,"i = -43.43","q = -0.26","l = 66.19"
29,1.51905865273545,56.5227479688666,2.00505524408884,"i = -43.43","q = -0.26","l = 66.19"
30,1.54681189940781,58.337792218264,1.81504424939745,"i = -43.43","q = -0.26","l = 66.19"
31,1.57781746116825,60.365068586404,2.02727636813999,"i = -43.43","q = -0.26","l = 66.19"
32,1.61539144716881,62.8211558926844,2.45608730628036,"i = -43.43","q = -0.26","l = 66.19"
33,1.63841798607405,64.3259668310899,1.50481093840555,"i = -43.43","q = -0.26","l = 66.19"
34,1.66823171727292,66.2739246684841,1.9479578373942,"i = -43.43","q = -0.26","l = 66.19"
35,1.69991344417582,68.3434332846901,2.06950861620597,"i = -43.43","q = -0.26","l = 66.19"
36,1.73557388603536,70.6722230790967,2.3287897944066,"i = -43.43","q = -0.26","l = 66.19"
37,1.75935420788379,72.2248242908743,1.55260121177764,"i = -43.43","q = -0.26","l = 66.19"
38,1.79076731170384,74.2753201116264,2.05049582075209,"i = -43.43","q = -0.26","l = 66.19"
39,1.82026718459267,76.200468672682,1.92514856105552,"i = -43.43","q = -0.26","l = 66.19"
40,1.8572841366838,78.6155470892965,2.41507841661453,"i = -43.43","q = -0.26","l = 66.19"
41,1.88457928960297,80.3959009127671,1.78035382347062,"i = -43.43","q = -0.26","l = 66.19"
42,1.91258271608199,82.2220555043282,1.82615459156105,"i = -43.43","q = -0.26","l = 66.19"
43,1.94682901166001,84.4547723391981,2.23271683486992,"i = -43.43","q = -0.26","l = 66.19"
44,1.97514838079025,86.3006237423923,1.84585140319422,"i = -43.43","q = -0.26","l = 66.19"
45,2.0051900846069,88.2582870293993,1.95766328700699,"i = -43.43","q = -0.26","l = 66.19"
46,2.02932677531121,89.8308156659933,1.57252863659404,"i = -43.43","q = -0.26","l = 66.19"
47,2.05886926186826,91.7551304628329,1.9243147968396,"i = -43.43","q = -0.26","l = 66.19"
48,2.08877627690949,93.702733710016,1.94760324718312,"i = -43.43","q = -0.26","l = 66.19"
49,2.11884432068189,95.6603610421136,1.95762733209759,"i = -43.43","q = -0.26","l = 66.19"
50,2.15533762504497,98.0356922126434,2.3753311705298,"i = -43.43","q = -0.26","l = 66.19"
51,2.18583027054218,100.0199196896,1.98422747695702,"i = -43.43","q = -0.26","l = 66.19"
52,2.21630050822843,102.00221271383,1.98229302422955,"i = -43.43","q = -0.26","l = 66.19"
53,2.24163503568988,103.650030862226,1.64781814839573,"i = -43.43","q = -0.26","l = 66.19"
54,2.27040324014838,105.520784449234,1.87075358700821,"i = -43.43","q = -0.26","l = 66.19"
55,2.30252691956734,107.609238,2.08845355076606,"i = -43.43","q = -0.26","l = 66.19"
1,5.22794278727905,2.29999994334646,2.29999994334646,"i = -43.43","q = 2.37","l = -3.63"
2,5.30369424894777,3.91357239465923,1.61357245131277,"i = -43.43","q = 2.37","l = -3.63"
3,5.37976047901131,5.56118584155681,1.64761344689758,"i = -43.43","q = 2.37","l = -3.63"
4,5.47980266023274,7.769829180804,2.20864333924719,"i = -43.43","q = 2.37","l = -3.63"
5,5.5846823697358,10.1361460451443,2.36631686434031,"i = -43.43","q = 2.37","l = -3.63"
6,5.6504254099302,11.6460063636139,1.50986031846956,"i = -43.43","q = 2.37","l = -3.63"
7,5.74487508982129,13.8509609578839,2.20495459427007,"i = -43.43","q = 2.37","l = -3.63"
8,5.80877584523842,15.3666946001908,1.51573364230686,"i = -43.43","q = 2.37","l = -3.63"
9,5.90225078859035,17.6187537389421,2.25205913875133,"i = -43.43","q = 2.37","l = -3.63"
