"Bite","EstimatedTime_procNoise","CumulativeGrams_procNoise","BiteGrams_procNoise","theta","r"
9,0.252880384601399,10.7110854409445,1.1530370055477,"t = 70","r = -0.5"
10,0.3181328545912,12.0862635588021,1.37517811785758,"t = 70","r = -0.5"
11,0.388735442196983,13.2278129009531,1.14154934215107,"t = 70","r = -0.5"
12,0.525483275358902,14.7271094811507,1.49929658019755,"t = 70","r = -0.5"
13,0.700255509335065,15.8025838789704,1.07547439781976,"t = 70","r = -0.5"
14,1.74624498008747,16.973037912312,1.17045403334152,"t = 70","r = -0.5"
1,0.0659501295570138,1.43079491925639,1.43079491925639,"t = 23.03","r = -0.5"
2,0.107146556960973,2.24291578847968,0.812120869223295,"t = 23.03","r = -0.5"
3,0.196083120182114,3.81309199009729,1.57017620161761,"t = 23.03","r = -0.5"
4,0.260743454220274,4.81917813668786,1.00608614659057,"t = 23.03","r = -0.5"
5,0.353173541694118,6.0916154304961,1.27243729380824,"t = 23.03","r = -0.5"
6,0.471441289961347,7.48365979381438,1.39204436331828,"t = 23.03","r = -0.5"
7,0.587769214045359,8.64318013409339,1.15952034027901,"t = 23.03","r = -0.5"
8,0.713855905358823,9.71095471370061,1.06777457960722,"t = 23.03","r = -0.5"
9,0.925077171813066,11.1568218949238,1.44586718122315,"t = 23.03","r = -0.5"
10,1.07687763083242,11.9902841807062,0.833462285782478,"t = 23.03","r = -0.5"
11,1.44406689826442,13.5019664343709,1.51168225366463,"t = 23.03","r = -0.5"
12,1.77327036694594,14.435456821307,0.933490386936146,"t = 23.03","r = -0.5"
13,2.51481238892871,15.6933180264558,1.25786120514878,"t = 23.03","r = -0.5"
14,7.62117147465563,16.9840718083363,1.29075378188052,"t = 23.03","r = -0.5"
1,0.0192091947668427,1.28995253209144,1.28995253209144,"t = 70","r = -0.25"
2,0.034907983699588,2.26731863123511,0.977366099143667,"t = 70","r = -0.25"
3,0.0620551842946139,3.8094779469742,1.54215931573909,"t = 70","r = -0.25"
4,0.0820818133056167,4.83813605495462,1.02865810798042,"t = 70","r = -0.25"
5,0.104472853493646,5.88976335916522,1.05162730421059,"t = 70","r = -0.25"
6,0.142721525336195,7.4730597557637,1.58329639659849,"t = 70","r = -0.25"
7,0.165656248761117,8.30857550893817,0.835515753174468,"t = 70","r = -0.25"
8,0.207232598783813,9.63594986204457,1.3273743531064,"t = 70","r = -0.25"
9,0.26014858274563,11.0300359084202,1.3940860463756,"t = 70","r = -0.25"
10,0.309998479542859,12.0966219671125,1.06658605869234,"t = 70","r = -0.25"
11,0.369824917738808,13.124643228002,1.02802126088951,"t = 70","r = -0.25"
12,0.509032753547459,14.752153436202,1.6275102082,"t = 70","r = -0.25"
13,0.639658436393538,15.6484812693183,0.896327833116322,"t = 70","r = -0.25"
14,2.18536547866874,16.9983,1.34981873068166,"t = 70","r = -0.25"
1,0.0601061858178669,1.32001075033591,1.32001075033591,"t = 23.03","r = -0.25"
2,0.112888067300693,2.38097653648404,1.06096578614813,"t = 23.03","r = -0.25"
3,0.178343791332318,3.58296349456055,1.20198695807651,"t = 23.03","r = -0.25"
4,0.269658024324663,5.07495419745626,1.49199070289571,"t = 23.03","r = -0.25"
5,0.330599518553645,5.96557283364835,0.890618636192089,"t = 23.03","r = -0.25"
6,0.431299124525931,7.27795418960388,1.31238135595553,"t = 23.03","r = -0.25"
7,0.533143870145399,8.43087239010818,1.1529182005043,"t = 23.03","r = -0.25"
8,0.687879364993148,9.9050578170617,1.47418542695351,"t = 23.03","r = -0.25"
9,0.845902711280809,11.1309168445771,1.22585902751543,"t = 23.03","r = -0.25"
10,1.00362572870955,12.1307806030511,0.999863758473925,"t = 23.03","r = -0.25"
11,1.27187844386857,13.4395255789162,1.30874497586515,"t = 23.03","r = -0.25"
12,1.53471225308945,14.3688084981501,0.929282919233929,"t = 23.03","r = -0.25"
13,2.17142970516133,15.72122348229,1.35241498413988,"t = 23.03","r = -0.25"
14,3.7686900261668,16.7843917425908,1.0631682603008,"t = 23.03","r = -0.25"
1,0.0191674198981632,1.28848842376031,1.28848842376031,"t = 70","r = -0.14"
2,0.0393487825153927,2.53663040589501,1.2481419821347,"t = 70","r = -0.14"
3,0.0573175371557057,3.56194209718132,1.02531169128631,"t = 70","r = -0.14"
4,0.0849626067840387,4.99583507173987,1.43389297455855,"t = 70","r = -0.14"
5,0.110645619896398,6.18745487946405,1.19161980772418,"t = 70","r = -0.14"
6,0.141374486279854,7.45575567031439,1.26830079085034,"t = 70","r = -0.14"
7,0.167960483642171,8.43023822053243,0.974482550218037,"t = 70","r = -0.14"
8,0.215781244510199,9.93590770441413,1.50566948388171,"t = 70","r = -0.14"
9,0.243833362407527,10.6912065963005,0.755298891886403,"t = 70","r = -0.14"
10,0.320660057615289,12.3676811896924,1.67647459339191,"t = 70","r = -0.14"
11,0.371731845329222,13.2255655465304,0.857884356837985,"t = 70","r = -0.14"
12,0.465340404468008,14.4047555555407,1.17919000901029,"t = 70","r = -0.14"
13,0.657581317535989,15.7948632559243,1.39010770038356,"t = 70","r = -0.14"
14,2.13381450939992,16.9983,1.20343674407572,"t = 70","r = -0.14"
1,0.0582377147922487,1.28454075267099,1.28454075267099,"t = 23.03","r = -0.14"
2,0.105607272143729,2.25086542911043,0.966324676439432,"t = 23.03","r = -0.14"
3,0.173702137525407,3.5281538136507,1.27728838454027,"t = 23.03","r = -0.14"
4,0.243311921471934,4.71078242509732,1.18262861144662,"t = 23.03","r = -0.14"
5,0.34502933358488,6.24223438953369,1.53145196443637,"t = 23.03","r = -0.14"
6,0.441632127024129,7.50888412672813,1.26664973719445,"t = 23.03","r = -0.14"
7,0.522602142101544,8.44853839480691,0.939654268078773,"t = 23.03","r = -0.14"
8,0.65798866380817,9.80704455112879,1.35850615632188,"t = 23.03","r = -0.14"
9,0.810059602267683,11.0674545097682,1.26040995863945,"t = 23.03","r = -0.14"
10,0.938907316574123,11.9551088273561,0.887654317587881,"t = 23.03","r = -0.14"
11,1.20650638722541,13.3873862110229,1.43227738366675,"t = 23.03","r = -0.14"
12,1.47579535518522,14.4113786911587,1.02399248013579,"t = 23.03","r = -0.14"
13,1.99396911263937,15.6300165529481,1.21863786178947,"t = 23.03","r = -0.14"
14,6.93589228148548,16.9983,1.36828344705187,"t = 23.03","r = -0.14"
1,0.0213514015659975,1.42986095633291,1.42986095633291,"t = 70","r = -0.06"
2,0.0341055125075733,2.22513994413109,0.795278987798174,"t = 70","r = -0.06"
3,0.0545341407102292,3.41413867807189,1.1889987339408,"t = 70","r = -0.06"
4,0.084123123559306,4.96682358386846,1.55268490579658,"t = 70","r = -0.06"
5,0.107884295697335,6.08291351009293,1.11608992622447,"t = 70","r = -0.06"
6,0.139261947941376,7.39834265359558,1.31542914350264,"t = 70","r = -0.06"
7,0.164180220455974,8.32817358986195,0.929830936266375,"t = 70","r = -0.06"
8,0.211302139484967,9.84589599890288,1.51772240904093,"t = 70","r = -0.06"
9,0.256562555310102,11.0515697075981,1.20567370869525,"t = 70","r = -0.06"
10,0.312528089464755,12.2640831499275,1.2125134423294,"t = 70","r = -0.06"
11,0.373020282197044,13.297365419089,1.03328226916146,"t = 70","r = -0.06"
12,0.488782629623258,14.6869191870023,1.38955376791329,"t = 70","r = -0.06"
13,0.606148341869085,15.5636596125185,0.876740425516186,"t = 70","r = -0.06"
14,1.48302778827738,16.9589521686314,1.3952925561129,"t = 70","r = -0.06"
1,0.0600568483746438,1.3257926546431,1.3257926546431,"t = 23.03","r = -0.06"
2,0.116723409482182,2.47791122031917,1.15211856567607,"t = 23.03","r = -0.06"
3,0.185463501221979,3.7582007184493,1.28028949813013,"t = 23.03","r = -0.06"
4,0.237551057434092,4.64996295764776,0.891762239198466,"t = 23.03","r = -0.06"
5,0.322544280876693,5.973989590011,1.32402663236324,"t = 23.03","r = -0.06"
6,0.417908066505989,7.28667791879616,1.31268832878516,"t = 23.03","r = -0.06"
7,0.535424286247087,8.686303183157,1.39962526436084,"t = 23.03","r = -0.06"
8,0.638447988899863,9.74290914028537,1.05660595712837,"t = 23.03","r = -0.06"
9,0.762376612115401,10.8344224227076,1.09151328242224,"t = 23.03","r = -0.06"
10,0.908105707909506,11.9067591991917,1.07233677648407,"t = 23.03","r = -0.06"
11,1.20148382432284,13.5277298460818,1.62097064689014,"t = 23.03","r = -0.06"
12,1.53339019469971,14.7449375133798,1.21720766729795,"t = 23.03","r = -0.06"
13,2.07974334437679,15.8890927168361,1.14415520345633,"t = 23.03","r = -0.06"
14,3.63907874328336,16.8517333369628,0.962640620126656,"t = 23.03","r = -0.06"
1,0.0186022315228406,1.25353461416651,1.25353461416651,"t = 70","r = 0"
2,0.0369966764012533,2.40215247156338,1.14861785739687,"t = 70","r = 0"
3,0.0544939260160241,3.41689705361506,1.01474458205168,"t = 70","r = 0"
4,0.079975122729624,4.76985243840622,1.35295538479116,"t = 70","r = 0"
5,0.108788554379345,6.13810847314953,1.36825603474331,"t = 70","r = 0"
6,0.140542634297346,7.4693932852938,1.33128481214427,"t = 70","r = 0"
7,0.16552988257767,8.40122535547614,0.931832070182345,"t = 70","r = 0"
8,0.210417895995983,9.85232796996858,1.45110261449244,"t = 70","r = 0"
9,0.255362358440164,11.0599278492551,1.20759987928652,"t = 70","r = 0"
10,0.308658055344006,12.2303715428355,1.17044369358037,"t = 70","r = 0"
11,0.358662987110574,13.1179407395573,0.887569196721804,"t = 70","r = 0"
12,0.456357238465377,14.4036793625843,1.28573862302702,"t = 70","r = 0"
13,0.601650180146138,15.5726347684969,1.16895540591263,"t = 70","r = 0"
14,2.06847334679043,16.9983,1.42566523150307,"t = 70","r = 0"
1,0.0595351698888239,1.31712873027593,1.31712873027593,"t = 23.03","r = 0"
2,0.121773636288771,2.5850898773154,1.26796114703946,"t = 23.03","r = 0"
3,0.176641828517119,3.61759761188818,1.03250773457278,"t = 23.03","r = 0"
4,0.25782736709999,5.01124006635057,1.39364245446239,"t = 23.03","r = 0"
5,0.315900549023589,5.91818289554159,0.90694282919102,"t = 23.03","r = 0"
6,0.41578588569568,7.32055531196921,1.40237241642762,"t = 23.03","r = 0"
7,0.495435960174819,8.31051766517386,0.989962353204644,"t = 23.03","r = 0"
8,0.63654727824071,9.82237189092607,1.51185422575221,"t = 23.03","r = 0"
9,0.734149786501219,10.7112640656881,0.888892174762008,"t = 23.03","r = 0"
10,0.923619639202256,12.1347848199698,1.4235207542817,"t = 23.03","r = 0"
11,1.16516596110527,13.4924392048569,1.35765438488711,"t = 23.03","r = 0"
12,1.47300382332246,14.6884122694055,1.1959730645486,"t = 23.03","r = 0"
13,1.940207836695,15.7723808605715,1.083968591166,"t = 23.03","r = 0"
14,6.28780912721461,16.9983,1.22591913942852,"t = 23.03","r = 0"
1,0.0212487213588187,1.425109886681,1.425109886681,"t = 70","r = 0.06"
2,0.0337955163623886,2.21061710579374,0.785507219112744,"t = 70","r = 0.06"
3,0.0590677392953458,3.67605980446642,1.46544269867268,"t = 70","r = 0.06"
4,0.0784399149999833,4.70141095551955,1.02535115105313,"t = 70","r = 0.06"
5,0.109987517619792,6.20671478346309,1.50530382794355,"t = 70","r = 0.06"
6,0.136631364682677,7.33486686077967,1.12815207731657,"t = 70","r = 0.06"
7,0.172301106675323,8.66420779715106,1.32934093637139,"t = 70","r = 0.06"
8,0.202332038064604,9.64153117539108,0.977323378240023,"t = 70","r = 0.06"
9,0.248814907319514,10.9344602210639,1.29292904567279,"t = 70","r = 0.06"
10,0.297418229235276,12.0451938968951,1.11073367583126,"t = 70","r = 0.06"
11,0.358768667643944,13.1626473811782,1.11745348428309,"t = 70","r = 0.06"
12,0.453220894036635,14.4120180445886,1.24937066341032,"t = 70","r = 0.06"
13,0.647181218936376,15.8486327098028,1.43661466521424,"t = 70","r = 0.06"
14,1.34843285811319,16.938643055304,1.09001034550116,"t = 70","r = 0.06"
1,0.0604959313168018,1.33997893811603,1.33997893811603,"t = 23.03","r = 0.06"
2,0.120620117306876,2.57131165425067,1.23133271613464,"t = 23.03","r = 0.06"
3,0.183073669363452,3.7517453083078,1.18043365405713,"t = 23.03","r = 0.06"
4,0.259066374716305,5.06294157566143,1.31119626735364,"t = 23.03","r = 0.06"
5,0.327533704746193,6.13616516274254,1.0732235870811,"t = 23.03","r = 0.06"
6,0.426757575553231,7.52703410468596,1.39086894194343,"t = 23.03","r = 0.06"
7,0.518180220950885,8.65403669511154,1.12700259042558,"t = 23.03","r = 0.06"
8,0.600451047536583,9.55549479284909,0.901458097737548,"t = 23.03","r = 0.06"
9,0.72208673214998,10.7160335485531,1.16053875570398,"t = 23.03","r = 0.06"
10,0.900439474273572,12.1029762183426,1.38694266978957,"t = 23.03","r = 0.06"
11,1.13059215635854,13.4547176030028,1.35174138466016,"t = 23.03","r = 0.06"
12,1.45198977787502,14.7455315756718,1.29081397266899,"t = 23.03","r = 0.06"
13,1.85059467785823,15.7163014626491,0.970769886977306,"t = 23.03","r = 0.06"
14,6.0334238509978,16.9983,1.2819985373509,"t = 23.03","r = 0.06"
1,0.0154007674952025,1.0456713083417,1.0456713083417,"t = 70","r = 0.14"
2,0.0394344603553684,2.55421611049452,1.50854480215282,"t = 70","r = 0.14"
3,0.0627091971030488,3.88265953477272,1.32844342427821,"t = 70","r = 0.14"
4,0.0838218167668339,4.98429954099855,1.10164000622582,"t = 70","r = 0.14"
5,0.10176972358734,5.84938457279599,0.865085031797444,"t = 70","r = 0.14"
6,0.139852326958038,7.48806977778646,1.63868520499047,"t = 70","r = 0.14"
7,0.165890122918875,8.47001422533114,0.981944447544671,"t = 70","r = 0.14"
8,0.206019414854985,9.79143665349603,1.3214224281649,"t = 70","r = 0.14"
9,0.245607671383139,10.8967643993083,1.10532774581228,"t = 70","r = 0.14"
10,0.289877068561408,11.9353350186114,1.03857061930307,"t = 70","r = 0.14"
11,0.35767287478087,13.1963329715227,1.26099795291134,"t = 70","r = 0.14"
12,0.445187984791864,14.3739971706908,1.17766419916813,"t = 70","r = 0.14"
13,0.628262403805167,15.7927754161569,1.4187782454661,"t = 70","r = 0.14"
14,1.16205961873451,16.8755251452932,1.08274972913627,"t = 70","r = 0.14"
1,0.0645074772315566,1.42850152453248,1.42850152453248,"t = 23.03","r = 0.14"
2,0.122006034264744,2.60933777398204,1.18083624944956,"t = 23.03","r = 0.14"
3,0.185836448684663,3.82408704333273,1.2147492693507,"t = 23.03","r = 0.14"
4,0.235468464388957,4.70265141842528,0.878564375092541,"t = 23.03","r = 0.14"
5,0.321395265866204,6.09644439330085,1.39379297487558,"t = 23.03","r = 0.14"
6,0.395867660161016,7.18356899602685,1.08712460272599,"t = 23.03","r = 0.14"
7,0.511825585460545,8.67508084032591,1.49151184429907,"t = 23.03","r = 0.14"
8,0.601009175266807,9.67291605032914,0.997835210003224,"t = 23.03","r = 0.14"
9,0.759478093954706,11.1699156133817,1.49699956305258,"t = 23.03","r = 0.14"
10,0.866715628251008,12.010499922905,0.840584309523262,"t = 23.03","r = 0.14"
11,1.10221975706737,13.4636767175553,1.4531767946503,"t = 23.03","r = 0.14"
12,1.38880317168729,14.6814072080007,1.21773049044542,"t = 23.03","r = 0.14"
13,1.86828150303321,15.8614259322907,1.18001872428999,"t = 23.03","r = 0.14"
14,2.97973709347562,16.783264009947,0.921838077656261,"t = 23.03","r = 0.14"
1,0.0210420803173083,1.41437883643926,1.41437883643926,"t = 70","r = 0.25"
2,0.0343288808138566,2.24943263936748,0.835053802928222,"t = 70","r = 0.25"
3,0.0619001004210635,3.84874749110533,1.59931485173785,"t = 70","r = 0.25"
4,0.0798386972380923,4.79902671108501,0.950279219979687,"t = 70","r = 0.25"
5,0.109890660119538,6.24535666259977,1.44632995151476,"t = 70","r = 0.25"
6,0.139949464757383,7.52618510238334,1.28082843978357,"t = 70","r = 0.25"
7,0.161510485311472,8.35272527180798,0.826540169424645,"t = 70","r = 0.25"
8,0.204671208276502,9.80218828848776,1.44946301667978,"t = 70","r = 0.25"
9,0.235481818014933,10.6890488309037,0.886860542415906,"t = 70","r = 0.25"
10,0.302194874833375,12.2585205288146,1.56947169791096,"t = 70","r = 0.25"
11,0.3700964926247,13.460630461353,1.20210993253839,"t = 70","r = 0.25"
12,0.47378339959323,14.7396085152677,1.27897805391465,"t = 70","r = 0.25"
13,0.649900080714507,15.9480830656176,1.2084745503499,"t = 70","r = 0.25"
14,1.03507748844723,16.8037472534887,0.855664187871186,"t = 70","r = 0.25"
1,0.0436548090384138,0.981182079647934,0.981182079647934,"t = 23.03","r = 0.25"
2,0.105231370296142,2.28486776825746,1.30368568860952,"t = 23.03","r = 0.25"
3,0.168811289767762,3.53574584125621,1.25087807299875,"t = 23.03","r = 0.25"
4,0.235507484449401,4.7485603308353,1.21281448957909,"t = 23.03","r = 0.25"
5,0.326999516400716,6.25623446444928,1.50767413361397,"t = 23.03","r = 0.25"
6,0.412347893152858,7.51127519136734,1.25504072691806,"t = 23.03","r = 0.25"
7,0.477518581357076,8.37863141490985,0.867356223542511,"t = 23.03","r = 0.25"
8,0.58794290254609,9.684119050029,1.30548763511915,"t = 23.03","r = 0.25"
9,0.71061058392678,10.9178117563013,1.23369270627227,"t = 23.03","r = 0.25"
10,0.869763017379261,12.2279659633821,1.31015420708087,"t = 23.03","r = 0.25"
11,1.08822074598669,13.5942409879445,1.36627502456241,"t = 23.03","r = 0.25"
12,1.26608713522486,14.4193710179845,0.825130030039963,"t = 23.03","r = 0.25"
13,1.8196270593416,15.9226713237723,1.50330030578774,"t = 23.03","r = 0.25"
14,5.41738945564977,16.9983,1.07562867622775,"t = 23.03","r = 0.25"
