"Bite","EstimatedTime_procNoise","CumulativeGrams_procNoise","BiteGrams_procNoise","theta","r"
3,0.0575797604660777,3.54631683356395,1.02197489054528,"t = 70","r = -0.5"
4,0.086714287375295,5.02319078108775,1.4768739475238,"t = 70","r = -0.5"
5,0.114219151621768,6.25662605329363,1.23343527220589,"t = 70","r = -0.5"
6,0.14254021982006,7.38462131071157,1.12799525741794,"t = 70","r = -0.5"
7,0.177140494576926,8.59323516059015,1.20861384987858,"t = 70","r = -0.5"
8,0.212768435952564,9.6704349705831,1.07719980999295,"t = 70","r = -0.5"
9,0.262370712729118,10.9338041001461,1.26336912956302,"t = 70","r = -0.5"
10,0.327015313668679,12.2476533296321,1.313849229486,"t = 70","r = -0.5"
11,0.39971559738082,13.3790406001593,1.13138727052723,"t = 70","r = -0.5"
12,0.523783109170199,14.7128260068078,1.33378540664845,"t = 70","r = -0.5"
13,0.743250385549841,15.9765038309914,1.26367782418363,"t = 70","r = -0.5"
14,2.31858239058556,16.9983,1.02179616900858,"t = 70","r = -0.5"
1,0.0605013149886354,1.31891273439143,1.31891273439143,"t = 23.03","r = -0.5"
2,0.114678723265863,2.38522318481987,1.06631045042843,"t = 23.03","r = -0.5"
3,0.174623898545333,3.45526333970098,1.07004015488111,"t = 23.03","r = -0.5"
4,0.277930775973384,5.06970283083072,1.61443949112975,"t = 23.03","r = -0.5"
5,0.36109311998241,6.19255949741176,1.12285666658104,"t = 23.03","r = -0.5"
6,0.473141126511519,7.50198898487046,1.3094294874587,"t = 23.03","r = -0.5"
7,0.595976823566191,8.7182378860563,1.21624890118585,"t = 23.03","r = -0.5"
8,0.739536481532636,9.90779627272606,1.18955838666976,"t = 23.03","r = -0.5"
9,0.85309062319748,10.7057656390151,0.79796936628901,"t = 23.03","r = -0.5"
10,1.07356516660994,11.9736262995646,1.26786066054952,"t = 23.03","r = -0.5"
11,1.41768967591346,13.4123751654505,1.43874886588593,"t = 23.03","r = -0.5"
12,1.83520693517148,14.5786829241434,1.16630775869292,"t = 23.03","r = -0.5"
13,2.77554445700153,15.963617543441,1.38493461929754,"t = 23.03","r = -0.5"
14,4.81583665016453,16.8239225446992,0.860305001258185,"t = 23.03","r = -0.5"
1,0.0192092648009714,1.28995704172113,1.28995704172113,"t = 70","r = -0.25"
2,0.0370295475148643,2.39440375038476,1.10444670866363,"t = 70","r = -0.25"
3,0.0625345271938103,3.83513431498768,1.44073056460292,"t = 70","r = -0.25"
4,0.0839802225332562,4.93119695438458,1.0960626393969,"t = 70","r = -0.25"
5,0.1073586450096,6.01824063946998,1.08704368508541,"t = 70","r = -0.25"
6,0.142265763632398,7.4556392142947,1.43739857482471,"t = 70","r = -0.25"
7,0.175960171914661,8.6589571746178,1.2033179603231,"t = 70","r = -0.25"
8,0.207136951997245,9.63314837230955,0.97419119769175,"t = 70","r = -0.25"
9,0.253990634085614,10.882766859355,1.24961848704543,"t = 70","r = -0.25"
10,0.310170915460615,12.0999526997207,1.21718584036574,"t = 70","r = -0.25"
11,0.371312933717578,13.1472136204086,1.04726092068784,"t = 70","r = -0.25"
12,0.491811025304537,14.5958711782139,1.44865755780534,"t = 70","r = -0.25"
13,0.652986745800396,15.71673669623,1.12086551801608,"t = 70","r = -0.25"
14,2.18536547866874,16.9983,1.28156330377002,"t = 70","r = -0.25"
1,0.045786523476422,1.01681401412774,1.01681401412774,"t = 23.03","r = -0.25"
2,0.112924649813768,2.38168230615051,1.36486829202276,"t = 23.03","r = -0.25"
3,0.174348314602343,3.51294980948684,1.13126750333634,"t = 23.03","r = -0.25"
4,0.269297522432616,5.06944872326138,1.55649891377453,"t = 23.03","r = -0.25"
5,0.347473883685224,6.19872035879961,1.12927163553823,"t = 23.03","r = -0.25"
6,0.433082032554375,7.2995608171939,1.10084045839429,"t = 23.03","r = -0.25"
7,0.546671309433076,8.57229064282961,1.27272982563571,"t = 23.03","r = -0.25"
8,0.679623828425108,9.8338211479823,1.26153050515268,"t = 23.03","r = -0.25"
9,0.806960889488761,10.8516491349559,1.0178279869736,"t = 23.03","r = -0.25"
10,0.976611409838223,11.9733084398637,1.12165930490781,"t = 23.03","r = -0.25"
11,1.21063923293049,13.1774445521283,1.20413611226462,"t = 23.03","r = -0.25"
12,1.57717419615457,14.4935028959144,1.31605834378608,"t = 23.03","r = -0.25"
13,2.24112777057764,15.8175641214128,1.32406122549836,"t = 23.03","r = -0.25"
14,5.43257216208247,16.9658374471813,1.14827332576857,"t = 23.03","r = -0.25"
1,0.0214390007846587,1.43435813027274,1.43435813027274,"t = 70","r = -0.14"
2,0.0385677411532075,2.49027951258847,1.05592138231572,"t = 70","r = -0.14"
3,0.0546441174038036,3.41425888509197,0.923979372503501,"t = 70","r = -0.14"
4,0.0797896278675663,4.73998795697665,1.32572907188468,"t = 70","r = -0.14"
5,0.108370750871341,6.08697492542903,1.34698696845238,"t = 70","r = -0.14"
6,0.141840706562,7.47378236932188,1.38680744389285,"t = 70","r = -0.14"
7,0.165684142508255,8.35092062366754,0.877138254345661,"t = 70","r = -0.14"
8,0.202734553010489,9.55398114699431,1.20306052332677,"t = 70","r = -0.14"
9,0.251526161412339,10.8836570363413,1.32967588934701,"t = 70","r = -0.14"
10,0.305554398608776,12.0780325028774,1.19437546653607,"t = 70","r = -0.14"
11,0.393060538083439,13.5346250717809,1.4565925689035,"t = 70","r = -0.14"
12,0.475861703463044,14.511615275294,0.976990203513099,"t = 70","r = -0.14"
13,0.657190965435829,15.7929870675315,1.28137179223754,"t = 70","r = -0.14"
14,2.13381450939992,16.9983,1.20531293246847,"t = 70","r = -0.14"
1,0.0613945093516355,1.35105178082947,1.35105178082947,"t = 23.03","r = -0.14"
2,0.109953140550754,2.3362089411631,0.985157160333624,"t = 23.03","r = -0.14"
3,0.189716637367901,3.81074630618455,1.47453736502145,"t = 23.03","r = -0.14"
4,0.238057803216896,4.62555384177635,0.814807535591802,"t = 23.03","r = -0.14"
5,0.345305993532269,6.24610931143205,1.6205554696557,"t = 23.03","r = -0.14"
6,0.416897605417299,7.20046899733573,0.954359685903681,"t = 23.03","r = -0.14"
7,0.543741547416757,8.6773054465754,1.47683644923967,"t = 23.03","r = -0.14"
8,0.65734959303477,9.80119354957648,1.12388810300108,"t = 23.03","r = -0.14"
9,0.78774943318126,10.8979885478528,1.09679499827631,"t = 23.03","r = -0.14"
10,1.00579312293144,12.3605400017722,1.46255145391942,"t = 23.03","r = -0.14"
11,1.17988877271559,13.2658838138451,0.905343812072914,"t = 23.03","r = -0.14"
12,1.60064252904797,14.7804535011988,1.51456968735371,"t = 23.03","r = -0.14"
13,1.95573471491888,15.5643939973393,0.783940496140426,"t = 23.03","r = -0.14"
14,3.60691810722214,16.8075921864286,1.24319818908934,"t = 23.03","r = -0.14"
1,0.0188826916661066,1.27097910305605,1.27097910305605,"t = 70","r = -0.06"
2,0.0354630008348447,2.30732350847365,1.0363444054176,"t = 70","r = -0.06"
3,0.0551578550281845,3.44887494113749,1.14155143266384,"t = 70","r = -0.06"
4,0.0861533516812046,5.06653504271167,1.61766010157418,"t = 70","r = -0.06"
5,0.104490581086505,5.93014696990738,0.863611927195718,"t = 70","r = -0.06"
6,0.137744837729919,7.3385861790429,1.40843920913551,"t = 70","r = -0.06"
7,0.16339767225089,8.30040163362585,0.96181545458295,"t = 70","r = -0.06"
8,0.20181835890389,9.56360759681304,1.26320596318719,"t = 70","r = -0.06"
9,0.252268771256988,10.9465554465675,1.38294784975451,"t = 70","r = -0.06"
10,0.318151683227611,12.3712647508381,1.4247093042706,"t = 70","r = -0.06"
11,0.383078539147531,13.4457593410631,1.07449459022496,"t = 70","r = -0.06"
12,0.481082810728285,14.6134350963369,1.16767575527382,"t = 70","r = -0.06"
13,0.634071709936712,15.7175319030161,1.10409680667919,"t = 70","r = -0.06"
14,2.09766135151776,16.9983,1.28076809698389,"t = 70","r = -0.06"
1,0.0590760630527923,1.30503230991986,1.30503230991986,"t = 23.03","r = -0.06"
2,0.106035569755808,2.26756605527138,0.962533745351514,"t = 23.03","r = -0.06"
3,0.184456025943546,3.740308528968,1.47274247369662,"t = 23.03","r = -0.06"
4,0.244377384367478,4.76213374337381,1.02182521440581,"t = 23.03","r = -0.06"
5,0.338305873489482,6.20294790887966,1.44081416550585,"t = 23.03","r = -0.06"
6,0.416269832603173,7.26554195092685,1.06259404204719,"t = 23.03","r = -0.06"
7,0.520758873889056,8.52358066180721,1.25803871088036,"t = 23.03","r = -0.06"
8,0.629286811393426,9.654782448374,1.13120178656679,"t = 23.03","r = -0.06"
9,0.748380685103458,10.7200332834512,1.06525083507717,"t = 23.03","r = -0.06"
10,0.921156203980917,11.9930265802963,1.27299329684515,"t = 23.03","r = -0.06"
11,1.12504975817717,13.1639218832349,1.17089530293856,"t = 23.03","r = -0.06"
12,1.46833343938583,14.54613198223,1.38221009899516,"t = 23.03","r = -0.06"
13,1.99821225380902,15.7654675707731,1.21933558854301,"t = 23.03","r = -0.06"
14,6.56600278127541,16.9983,1.23283242922694,"t = 23.03","r = -0.06"
1,0.018364505245251,1.23811327927586,1.23811327927586,"t = 70","r = 0"
2,0.040076882448351,2.58613072842413,1.34801744914827,"t = 70","r = 0"
3,0.0548060124454532,3.4343409692504,0.848210240826277,"t = 70","r = 0"
4,0.0838184571311736,4.96187712209778,1.52753615284738,"t = 70","r = 0"
5,0.1071630562851,6.06516351638681,1.10328639428903,"t = 70","r = 0"
6,0.133960773906362,7.20756491597994,1.14240139959313,"t = 70","r = 0"
7,0.17121830254932,8.60029316918086,1.39272825320092,"t = 70","r = 0"
8,0.207086755332678,9.75361173032158,1.15331856114071,"t = 70","r = 0"
9,0.244554802923648,10.789614451788,1.03600272146639,"t = 70","r = 0"
10,0.293453771786699,11.9222193624469,1.13260491065894,"t = 70","r = 0"
11,0.387222846135225,13.5486469914337,1.6264276289868,"t = 70","r = 0"
12,0.471985155338278,14.56549108794,1.01684409650628,"t = 70","r = 0"
13,0.689687685525638,16.0066548832839,1.44116379534387,"t = 70","r = 0"
14,1.24438110676342,16.8988052964807,0.892150413196802,"t = 70","r = 0"
1,0.0494622708951686,1.10167899461024,1.10167899461024,"t = 23.03","r = 0"
2,0.117832350505309,2.50792683023733,1.40624783562709,"t = 23.03","r = 0"
3,0.169723346006695,3.49159451447414,0.983667684236807,"t = 23.03","r = 0"
4,0.23703590612331,4.66879657080876,1.17720205633462,"t = 23.03","r = 0"
5,0.333446990773243,6.1784677200815,1.50967114927274,"t = 23.03","r = 0"
6,0.428637297893283,7.48759757455039,1.30912985446889,"t = 23.03","r = 0"
7,0.522867610338644,8.62747570809536,1.13987813354497,"t = 23.03","r = 0"
8,0.630563861741583,9.76396137585517,1.13648566775982,"t = 23.03","r = 0"
9,0.788535617500469,11.157896217113,1.39393484125778,"t = 23.03","r = 0"
10,0.912387274628469,12.06019474933,0.902298532217078,"t = 23.03","r = 0"
11,1.12601229207554,13.3013901350006,1.24119538567055,"t = 23.03","r = 0"
12,1.42050638203295,14.5180469028805,1.21665676787988,"t = 23.03","r = 0"
13,1.99609913789714,15.8618908321985,1.34384392931805,"t = 23.03","r = 0"
14,3.8515879249266,16.9078199020838,1.04592906988532,"t = 23.03","r = 0"
1,0.0188825800768652,1.27243159665101,1.27243159665101,"t = 70","r = 0.06"
2,0.0358360496361581,2.33461931044848,1.06218771379747,"t = 70","r = 0.06"
3,0.0593282965363662,3.69039589998299,1.35577658953451,"t = 70","r = 0.06"
4,0.084785741238596,5.02001949428128,1.32962359429829,"t = 70","r = 0.06"
5,0.105669825325485,6.01200201395939,0.991982519678106,"t = 70","r = 0.06"
6,0.133246255190565,7.19828441914889,1.1862824051895,"t = 70","r = 0.06"
7,0.162613730166372,8.32225482734293,1.12397040819403,"t = 70","r = 0.06"
8,0.204635400912626,9.71161202316013,1.3893571958172,"t = 70","r = 0.06"
9,0.254271995908293,11.0705937597003,1.35898173654013,"t = 70","r = 0.06"
10,0.30359788157488,12.1710603317272,1.10046657202699,"t = 70","r = 0.06"
11,0.369996014089256,13.3380902036346,1.16702987190735,"t = 70","r = 0.06"
12,0.459163333788353,14.4754014835287,1.13731127989412,"t = 70","r = 0.06"
13,0.6117513169468,15.6649505251522,1.18954904162352,"t = 70","r = 0.06"
14,1.02558437026603,16.7632829835042,1.09833245835201,"t = 70","r = 0.06"
1,0.0478777254597322,1.06909045073789,1.06909045073789,"t = 23.03","r = 0.06"
2,0.101714709770153,2.1944959442835,1.12540549354561,"t = 23.03","r = 0.06"
3,0.170363470337434,3.51930140303528,1.32480545875177,"t = 23.03","r = 0.06"
4,0.243583433572199,4.80639179178527,1.28709038874999,"t = 23.03","r = 0.06"
5,0.316406377631461,5.96834338613826,1.16195159435299,"t = 23.03","r = 0.06"
6,0.394412523928068,7.09382904692154,1.12548566078328,"t = 23.03","r = 0.06"
7,0.494931695552331,8.38051624674071,1.28668719981917,"t = 23.03","r = 0.06"
8,0.633684261618318,9.8919599919536,1.5114437452129,"t = 23.03","r = 0.06"
9,0.739464778177098,10.8666189603317,0.974658968378122,"t = 23.03","r = 0.06"
10,0.873888602761837,11.9174696453007,1.05085068496902,"t = 23.03","r = 0.06"
11,1.07750660806769,13.1801034102031,1.26263376490239,"t = 23.03","r = 0.06"
12,1.39737804720889,14.5650084780049,1.38490506780174,"t = 23.03","r = 0.06"
13,1.99311632597226,15.9507470561599,1.38573857815497,"t = 23.03","r = 0.06"
14,5.89259148652958,16.997547611136,1.04680055497613,"t = 23.03","r = 0.06"
1,0.0183309820112838,1.2374554083946,1.2374554083946,"t = 70","r = 0.14"
2,0.0411970086054424,2.65923033388664,1.42177492549204,"t = 70","r = 0.14"
3,0.0619114081600696,3.83915799448905,1.17992766060241,"t = 70","r = 0.14"
4,0.0785819361977429,4.71961306309713,0.880455068608081,"t = 70","r = 0.14"
5,0.103348171584846,5.92248625445965,1.20287319136251,"t = 70","r = 0.14"
6,0.135506611696858,7.31371713864125,1.3912308841816,"t = 70","r = 0.14"
7,0.163533447826724,8.38540155061707,1.07168441197582,"t = 70","r = 0.14"
8,0.205144687712187,9.76490681783602,1.37950526721895,"t = 70","r = 0.14"
9,0.247818504600173,10.9532979086457,1.18839109080963,"t = 70","r = 0.14"
10,0.294221538603992,12.0273029905025,1.07400508185689,"t = 70","r = 0.14"
11,0.378665879459641,13.5195169815963,1.49221399109372,"t = 70","r = 0.14"
12,0.468878665481574,14.6249200164074,1.10540303481117,"t = 70","r = 0.14"
13,0.620901676308466,15.7544131018312,1.12949308542375,"t = 70","r = 0.14"
14,2.00722494978768,16.9983,1.24388689816882,"t = 70","r = 0.14"
1,0.0459761028146823,1.02962663530306,1.02962663530306,"t = 23.03","r = 0.14"
2,0.118278103045503,2.53532160110545,1.5056949658024,"t = 23.03","r = 0.14"
3,0.174842183383737,3.62180423723241,1.08648263612696,"t = 23.03","r = 0.14"
4,0.247706226722567,4.91078939087609,1.28898515364368,"t = 23.03","r = 0.14"
5,0.323824987441472,6.1336257600453,1.22283636916921,"t = 23.03","r = 0.14"
6,0.416420030814502,7.46513339058283,1.33150763053753,"t = 23.03","r = 0.14"
7,0.512052104298478,8.67777202556469,1.21263863498185,"t = 23.03","r = 0.14"
8,0.622001365408743,9.89058651165039,1.2128144860857,"t = 23.03","r = 0.14"
9,0.704502889472677,10.6874468410225,0.796860329372143,"t = 23.03","r = 0.14"
10,0.89591603194762,12.2182129520651,1.53076611104262,"t = 23.03","r = 0.14"
11,1.07727376360752,13.3318692016053,1.11365624954019,"t = 23.03","r = 0.14"
12,1.39459613340485,14.701171617608,1.36930241600264,"t = 23.03","r = 0.14"
13,1.72985347138978,15.6012782629009,0.900106645292869,"t = 23.03","r = 0.14"
14,5.75574378069556,16.9983,1.39702173709915,"t = 23.03","r = 0.14"
1,0.0186251791363687,1.25775331233189,1.25775331233189,"t = 70","r = 0.25"
2,0.0342795507715348,2.24641220574786,0.988658893415971,"t = 70","r = 0.25"
3,0.0601447859993737,3.7520558525099,1.50564364676204,"t = 70","r = 0.25"
4,0.0799193563383211,4.80314740904061,1.05109155653071,"t = 70","r = 0.25"
5,0.106373448553423,6.08500487052224,1.28185746148162,"t = 70","r = 0.25"
6,0.139436757641767,7.50562802140295,1.42062315088071,"t = 70","r = 0.25"
7,0.162699206560726,8.39620134944096,0.890573328038014,"t = 70","r = 0.25"
8,0.200788850615151,9.68214915762123,1.28594780818027,"t = 70","r = 0.25"
9,0.245712948126062,10.9591930007362,1.27704384311501,"t = 70","r = 0.25"
10,0.298286656811574,12.1782322159613,1.21903921522506,"t = 70","r = 0.25"
11,0.36903132436308,13.4443272860592,1.26609507009786,"t = 70","r = 0.25"
12,0.457317573608976,14.5724805532698,1.12815326721061,"t = 70","r = 0.25"
13,0.653618128182392,15.9649637721392,1.39248321886946,"t = 70","r = 0.25"
14,1.96406294996707,16.9983,1.03333622786076,"t = 70","r = 0.25"
1,0.0546441418119291,1.22066269363024,1.22066269363024,"t = 23.03","r = 0.25"
2,0.123072371339581,2.64546592605633,1.42480323242609,"t = 23.03","r = 0.25"
3,0.176415513848511,3.67906960014706,1.03360367409073,"t = 23.03","r = 0.25"
4,0.240229281534896,4.83069807563642,1.15162847548936,"t = 23.03","r = 0.25"
5,0.31428226658799,6.05702505290269,1.22632697726627,"t = 23.03","r = 0.25"
6,0.381753025021112,7.07741794737029,1.0203928944676,"t = 23.03","r = 0.25"
7,0.47806293106331,8.38556126597337,1.30814331860308,"t = 23.03","r = 0.25"
8,0.569126701948112,9.47543536607109,1.08987410009772,"t = 23.03","r = 0.25"
9,0.694688694238337,10.7694900495928,1.29405468352166,"t = 23.03","r = 0.25"
10,0.836457958380586,11.9782156138326,1.20872556423981,"t = 23.03","r = 0.25"
11,1.03100813918314,13.2781669000547,1.29995128622212,"t = 23.03","r = 0.25"
12,1.3412538900717,14.7062353370752,1.42806843702056,"t = 23.03","r = 0.25"
13,1.79896891725422,15.8867595540254,1.18052421695021,"t = 23.03","r = 0.25"
14,5.41738945564977,16.9983,1.11154044597455,"t = 23.03","r = 0.25"
