"Bite","EstimatedTime_procNoise","CumulativeGrams_procNoise","BiteGrams_procNoise","int","quad","linear"
54,2.32838343874341,105.978005009397,2.52482946678877,"i = -43.43","q = -0.87","l = 66.19"
55,2.35464119216772,107.609238,1.63123299060281,"i = -43.43","q = -0.87","l = 66.19"
1,0.696532683213052,2.31955974460461,2.31955974460461,"i = -43.43","q = -0.73","l = 66.19"
2,0.726634001724518,4.280432224262,1.96087247965739,"i = -43.43","q = -0.73","l = 66.19"
3,0.749430286277318,5.76455333826708,1.48412111400508,"i = -43.43","q = -0.73","l = 66.19"
4,0.783899939930219,8.00720648791167,2.24265314964459,"i = -43.43","q = -0.73","l = 66.19"
5,0.810232470037673,9.71927130790766,1.71206481999599,"i = -43.43","q = -0.73","l = 66.19"
6,0.837838311433722,11.5130317718371,1.79376046392948,"i = -43.43","q = -0.73","l = 66.19"
7,0.865791408170801,13.3282177457689,1.81518597393178,"i = -43.43","q = -0.73","l = 66.19"
8,0.903416169579506,15.7696426958775,2.44142495010861,"i = -43.43","q = -0.73","l = 66.19"
9,0.930359980404621,17.5167186458395,1.747075949962,"i = -43.43","q = -0.73","l = 66.19"
10,0.963313140990774,19.6520029046175,2.13528425877795,"i = -43.43","q = -0.73","l = 66.19"
11,0.993453146751143,21.603607815668,1.95160491105051,"i = -43.43","q = -0.73","l = 66.19"
12,1.021578544819,23.4235631293847,1.81995531371676,"i = -43.43","q = -0.73","l = 66.19"
13,1.05061456667739,25.3012271393495,1.87766400996477,"i = -43.43","q = -0.73","l = 66.19"
14,1.0844294305132,27.4863654122708,2.1851382729213,"i = -43.43","q = -0.73","l = 66.19"
15,1.11666600174511,29.5679527593971,2.08158734712631,"i = -43.43","q = -0.73","l = 66.19"
16,1.14690003244367,31.5188472518973,1.95089449250021,"i = -43.43","q = -0.73","l = 66.19"
17,1.17967354264211,33.6320918085877,2.11324455669031,"i = -43.43","q = -0.73","l = 66.19"
18,1.2094037601115,35.5477420530162,1.91565024442852,"i = -43.43","q = -0.73","l = 66.19"
19,1.23964178814551,37.4947837254645,1.94704167244837,"i = -43.43","q = -0.73","l = 66.19"
20,1.26062820496657,38.8453216180713,1.35053789260679,"i = -43.43","q = -0.73","l = 66.19"
21,1.29969756030263,41.3578302596261,2.51250864155472,"i = -43.43","q = -0.73","l = 66.19"
22,1.32383900942196,42.90922267114,1.55139241151393,"i = -43.43","q = -0.73","l = 66.19"
23,1.35491909940624,44.9052522721242,1.99602960098417,"i = -43.43","q = -0.73","l = 66.19"
24,1.38602548456543,46.9015527968569,1.99630052473277,"i = -43.43","q = -0.73","l = 66.19"
25,1.41560538077913,48.7985728182347,1.89702002137781,"i = -43.43","q = -0.73","l = 66.19"
26,1.44211238470793,50.4974322237698,1.69885940553502,"i = -43.43","q = -0.73","l = 66.19"
27,1.473379678186,52.5000591426675,2.00262691889771,"i = -43.43","q = -0.73","l = 66.19"
28,1.51121482807236,54.9214318955358,2.42137275286832,"i = -43.43","q = -0.73","l = 66.19"
29,1.53594921523165,56.5032481188822,1.58181622334637,"i = -43.43","q = -0.73","l = 66.19"
30,1.57285597043137,58.8618455159681,2.35859739708595,"i = -43.43","q = -0.73","l = 66.19"
31,1.59909346172109,60.5373887121031,1.67554319613495,"i = -43.43","q = -0.73","l = 66.19"
32,1.63740849409997,62.982398689491,2.44500997738794,"i = -43.43","q = -0.73","l = 66.19"
33,1.66026184840408,64.4397228445653,1.4573241550743,"i = -43.43","q = -0.73","l = 66.19"
34,1.69246851477636,66.492193959818,2.05247111525269,"i = -43.43","q = -0.73","l = 66.19"
35,1.72519450761577,68.5762032875469,2.08400932772896,"i = -43.43","q = -0.73","l = 66.19"
36,1.75629781274354,70.5554238446096,1.97922055706263,"i = -43.43","q = -0.73","l = 66.19"
37,1.78358479576819,72.2906296403826,1.73520579577306,"i = -43.43","q = -0.73","l = 66.19"
38,1.81246484231248,74.1259509784837,1.83532133810104,"i = -43.43","q = -0.73","l = 66.19"
39,1.84626707145681,76.2725230962507,2.14657211776704,"i = -43.43","q = -0.73","l = 66.19"
40,1.87903971672218,78.3521134934007,2.07959039715001,"i = -43.43","q = -0.73","l = 66.19"
41,1.91004519386173,80.3181187391168,1.96600524571605,"i = -43.43","q = -0.73","l = 66.19"
42,1.94375943305571,82.4542827676763,2.13616402855956,"i = -43.43","q = -0.73","l = 66.19"
43,1.96564839331431,83.8402945928977,1.38601182522135,"i = -43.43","q = -0.73","l = 66.19"
44,2.00168419347544,86.1205562440436,2.28026165114596,"i = -43.43","q = -0.73","l = 66.19"
45,2.02804069131383,87.7871288607761,1.66657261673242,"i = -43.43","q = -0.73","l = 66.19"
46,2.06223263105884,89.9476343123908,2.16050545161471,"i = -43.43","q = -0.73","l = 66.19"
47,2.09250150143175,91.8588204666788,1.91118615428799,"i = -43.43","q = -0.73","l = 66.19"
48,2.12261483589245,93.7588533107833,1.90003284410456,"i = -43.43","q = -0.73","l = 66.19"
49,2.15989922681463,96.1095097761672,2.35065646538391,"i = -43.43","q = -0.73","l = 66.19"
50,2.19246520323487,98.1610186821561,2.05150890598887,"i = -43.43","q = -0.73","l = 66.19"
51,2.21377015124881,99.5022926253407,1.34127394318463,"i = -43.43","q = -0.73","l = 66.19"
52,2.24667893917083,101.572790060215,2.0704974348738,"i = -43.43","q = -0.73","l = 66.19"
53,2.28266077740179,103.83481545266,2.26202539244549,"i = -43.43","q = -0.73","l = 66.19"
54,2.31077224838102,105.600743682199,1.7659282295394,"i = -43.43","q = -0.73","l = 66.19"
55,2.34030946481933,107.454987450624,1.85424376842447,"i = -43.43","q = -0.73","l = 66.19"
1,3.03665120556483,2.29485347223349,2.29485347223349,"i = -43.43","q = -0.26","l = 15.83"
2,3.12956330545448,3.61918384127082,1.32433036903732,"i = -43.43","q = -0.26","l = 15.83"
3,3.28844149439928,5.87350931975635,2.25432547848553,"i = -43.43","q = -0.26","l = 15.83"
4,3.42849953136466,7.85005918887901,1.97654986912266,"i = -43.43","q = -0.26","l = 15.83"
5,3.58913274714157,10.104587838411,2.25452864953198,"i = -43.43","q = -0.26","l = 15.83"
6,3.68418437943323,11.4324300559912,1.32784221758016,"i = -43.43","q = -0.26","l = 15.83"
7,3.83761703171014,13.5660608780301,2.13363082203895,"i = -43.43","q = -0.26","l = 15.83"
8,4.00475041218525,15.8764751143193,2.31041423628919,"i = -43.43","q = -0.26","l = 15.83"
9,4.12389264866226,17.5147245366392,1.63824942231991,"i = -43.43","q = -0.26","l = 15.83"
10,4.29598400488568,19.868192024722,2.3534674880828,"i = -43.43","q = -0.26","l = 15.83"
11,4.42959175829235,21.684896425629,1.81670440090701,"i = -43.43","q = -0.26","l = 15.83"
12,4.55094136051896,23.3269895507626,1.64209312513352,"i = -43.43","q = -0.26","l = 15.83"
13,4.69856091623517,25.314384182583,1.98739463182048,"i = -43.43","q = -0.26","l = 15.83"
14,4.85767750002147,27.4440474090094,2.12966322642633,"i = -43.43","q = -0.26","l = 15.83"
15,5.02709750699102,29.6973418655907,2.25329445658133,"i = -43.43","q = -0.26","l = 15.83"
16,5.1671329309962,31.5487077861928,1.85136592060209,"i = -43.43","q = -0.26","l = 15.83"
17,5.29554988639215,33.237629478684,1.68892169249126,"i = -43.43","q = -0.26","l = 15.83"
18,5.43878885032004,35.1115101787793,1.87388070009531,"i = -43.43","q = -0.26","l = 15.83"
19,5.60667565021825,37.2944446748642,2.1829344960849,"i = -43.43","q = -0.26","l = 15.83"
20,5.73224518344712,38.9177032725276,1.62325859766335,"i = -43.43","q = -0.26","l = 15.83"
21,5.87902843952284,40.804944171862,1.88724089933441,"i = -43.43","q = -0.26","l = 15.83"
22,6.07889715630342,43.3569559897035,2.55201181784153,"i = -43.43","q = -0.26","l = 15.83"
23,6.21235405533721,45.0495854735009,1.69262948379733,"i = -43.43","q = -0.26","l = 15.83"
24,6.38011281791647,47.1643067833683,2.11472130986744,"i = -43.43","q = -0.26","l = 15.83"
25,6.50567952382872,48.7377218632849,1.57341507991657,"i = -43.43","q = -0.26","l = 15.83"
26,6.68242502690269,50.9387320455694,2.20101018228449,"i = -43.43","q = -0.26","l = 15.83"
27,6.82024629448042,52.6439019955654,1.70516994999604,"i = -43.43","q = -0.26","l = 15.83"
28,6.98372151163909,54.653840911914,2.0099389163486,"i = -43.43","q = -0.26","l = 15.83"
29,7.14900022227397,56.6720207557483,2.01817984383434,"i = -43.43","q = -0.26","l = 15.83"
30,7.29714161346117,58.4690348170156,1.79701406126723,"i = -43.43","q = -0.26","l = 15.83"
31,7.4801763205287,60.6737750151572,2.20474019814165,"i = -43.43","q = -0.26","l = 15.83"
32,7.65579135255666,62.7729909118631,2.09921589670584,"i = -43.43","q = -0.26","l = 15.83"
33,7.79756760096426,64.4561758194938,1.68318490763077,"i = -43.43","q = -0.26","l = 15.83"
34,7.96653100723649,66.4486667055979,1.99249088610404,"i = -43.43","q = -0.26","l = 15.83"
35,8.14355830541106,68.520544539602,2.0718778340041,"i = -43.43","q = -0.26","l = 15.83"
36,8.33803464038489,70.7781145983415,2.25757005873949,"i = -43.43","q = -0.26","l = 15.83"
37,8.45614670649813,72.1397460188465,1.36163142050499,"i = -43.43","q = -0.26","l = 15.83"
38,8.62158419705354,74.0349303109214,1.89518429207496,"i = -43.43","q = -0.26","l = 15.83"
39,8.82458732562597,76.3412719531268,2.30634164220535,"i = -43.43","q = -0.26","l = 15.83"
40,9.00561805804998,78.380155500182,2.03888354705528,"i = -43.43","q = -0.26","l = 15.83"
41,9.17440055172797,80.2659516028574,1.88579610267536,"i = -43.43","q = -0.26","l = 15.83"
42,9.33490515925316,82.0457067779978,1.77975517514044,"i = -43.43","q = -0.26","l = 15.83"
43,9.53677953740774,84.2654317895838,2.21972501158595,"i = -43.43","q = -0.26","l = 15.83"
44,9.70401122743595,86.0884123150948,1.82298052551106,"i = -43.43","q = -0.26","l = 15.83"
45,9.8822071584252,88.0151292674455,1.92671695235067,"i = -43.43","q = -0.26","l = 15.83"
46,10.0919494563245,90.2620720160952,2.24694274864972,"i = -43.43","q = -0.26","l = 15.83"
47,10.2718111459975,92.1709386022856,1.9088665861904,"i = -43.43","q = -0.26","l = 15.83"
48,10.4645177695567,94.1977176474118,2.02677904512615,"i = -43.43","q = -0.26","l = 15.83"
49,10.648632291214,96.1163394769539,1.91862182954208,"i = -43.43","q = -0.26","l = 15.83"
50,10.7820986509663,97.4962976561267,1.37995817917282,"i = -43.43","q = -0.26","l = 15.83"
51,10.9913469455957,99.6414044485848,2.14510679245808,"i = -43.43","q = -0.26","l = 15.83"
52,11.1836456348656,101.592952127395,1.95154767881029,"i = -43.43","q = -0.26","l = 15.83"
53,11.4048623541023,103.814518178238,2.22156605084308,"i = -43.43","q = -0.26","l = 15.83"
54,11.6041161323178,105.794038254909,1.97952007667044,"i = -43.43","q = -0.26","l = 15.83"
55,11.764370800268,107.371341706337,1.57730345142886,"i = -43.43","q = -0.26","l = 15.83"
1,2.24288791679826,2.05601051847332,2.05601051847332,"i = -43.43","q = -0.26","l = 20.85"
2,2.32948652504797,3.76032636441053,1.70431584593722,"i = -43.43","q = -0.26","l = 20.85"
3,2.4382182701698,5.89479033806006,2.13446397364952,"i = -43.43","q = -0.26","l = 20.85"
4,2.52285985447395,7.55215417542021,1.65736383736015,"i = -43.43","q = -0.26","l = 20.85"
5,2.64975799523125,10.0300586464849,2.47790447106466,"i = -43.43","q = -0.26","l = 20.85"
6,2.72775868979268,11.549058115587,1.51899946910211,"i = -43.43","q = -0.26","l = 20.85"
7,2.8506177590405,13.9353096639934,2.38625154840641,"i = -43.43","q = -0.26","l = 20.85"
8,2.92352799412798,15.3477612183521,1.41245155435868,"i = -43.43","q = -0.26","l = 20.85"
9,3.0451522416456,17.6978566012797,2.35009538292766,"i = -43.43","q = -0.26","l = 20.85"
10,3.15144494847497,19.7454947769151,2.04763817563535,"i = -43.43","q = -0.26","l = 20.85"
11,3.22923777111926,21.2404348842017,1.49494010728665,"i = -43.43","q = -0.26","l = 20.85"
12,3.33984520132484,23.3606278627224,2.12019297852062,"i = -43.43","q = -0.26","l = 20.85"
13,3.46481150425825,25.7485119131147,2.38788405039229,"i = -43.43","q = -0.26","l = 20.85"
14,3.54938621547282,27.3600400589241,1.61152814580941,"i = -43.43","q = -0.26","l = 20.85"
15,3.66801732914014,29.6143141157189,2.2542740567948,"i = -43.43","q = -0.26","l = 20.85"
16,3.76716082457375,31.4927404858075,1.87842637008869,"i = -43.43","q = -0.26","l = 20.85"
17,3.8743226899926,33.5174181628864,2.02467767707885,"i = -43.43","q = -0.26","l = 20.85"
18,3.94685974887782,34.884564755519,1.36714659263261,"i = -43.43","q = -0.26","l = 20.85"
19,4.08502125782749,37.481107469281,2.59654271376201,"i = -43.43","q = -0.26","l = 20.85"
20,4.15727312442691,38.8350768462332,1.35396937695214,"i = -43.43","q = -0.26","l = 20.85"
21,4.26469892314085,40.8432412816056,2.00816443537244,"i = -43.43","q = -0.26","l = 20.85"
22,4.37721510322088,42.9402170015331,2.09697571992755,"i = -43.43","q = -0.26","l = 20.85"
23,4.48587405570394,44.9591425819795,2.01892558044636,"i = -43.43","q = -0.26","l = 20.85"
24,4.60873373695415,47.2346293758223,2.27548679384284,"i = -43.43","q = -0.26","l = 20.85"
25,4.69994745794865,48.9189935836365,1.68436420781419,"i = -43.43","q = -0.26","l = 20.85"
26,4.78706325777244,50.5237014030078,1.60470781937124,"i = -43.43","q = -0.26","l = 20.85"
27,4.89317793767997,52.4731182782777,1.94941687526995,"i = -43.43","q = -0.26","l = 20.85"
28,5.02205207292669,54.8328801077459,2.35976182946816,"i = -43.43","q = -0.26","l = 20.85"
29,5.11361350764759,56.5042487272835,1.67136861953766,"i = -43.43","q = -0.26","l = 20.85"
30,5.23455937874325,58.7054122148564,2.20116348757289,"i = -43.43","q = -0.26","l = 20.85"
31,5.33088206523925,60.4530777534196,1.74766553856315,"i = -43.43","q = -0.26","l = 20.85"
32,5.46277725867359,62.8384473254618,2.38536957204223,"i = -43.43","q = -0.26","l = 20.85"
33,5.57587604865011,64.8767723537311,2.0383250282693,"i = -43.43","q = -0.26","l = 20.85"
34,5.65986002814089,66.3861308691341,1.50935851540298,"i = -43.43","q = -0.26","l = 20.85"
35,5.76208254399099,68.2183910883083,1.83226021917417,"i = -43.43","q = -0.26","l = 20.85"
36,5.90329532524617,70.740706988577,2.52231590026872,"i = -43.43","q = -0.26","l = 20.85"
37,6.01093110478025,72.6564084943784,1.91570150580139,"i = -43.43","q = -0.26","l = 20.85"
38,6.10130470558651,74.26028906895,1.60388057457163,"i = -43.43","q = -0.26","l = 20.85"
39,6.19825549293351,75.9762394405626,1.71595037161255,"i = -43.43","q = -0.26","l = 20.85"
40,6.34173655120434,78.5068918812918,2.5306524407293,"i = -43.43","q = -0.26","l = 20.85"
41,6.44955987789861,80.4016815406716,1.89478965937973,"i = -43.43","q = -0.26","l = 20.85"
42,6.56540790739921,82.4308456012761,2.0291640606045,"i = -43.43","q = -0.26","l = 20.85"
43,6.67756382624224,84.3887822951891,1.95793669391306,"i = -43.43","q = -0.26","l = 20.85"
44,6.75402314995253,85.7198557045348,1.33107340934568,"i = -43.43","q = -0.26","l = 20.85"
45,6.91033750417924,88.4317878064818,2.711932101947,"i = -43.43","q = -0.26","l = 20.85"
46,6.99945472452661,89.9722934707733,1.54050566429153,"i = -43.43","q = -0.26","l = 20.85"
47,7.12535910769407,92.1417705185527,2.16947704777935,"i = -43.43","q = -0.26","l = 20.85"
48,7.21373775136066,93.6597797999148,1.51800928136215,"i = -43.43","q = -0.26","l = 20.85"
49,7.32442197248098,95.5552642909136,1.89548449099875,"i = -43.43","q = -0.26","l = 20.85"
50,7.46147617954966,97.8936323196966,2.33836802878299,"i = -43.43","q = -0.26","l = 20.85"
51,7.57122164773262,99.7591234535771,1.86549113388055,"i = -43.43","q = -0.26","l = 20.85"
52,7.66886192723477,101.413654021922,1.65453056834519,"i = -43.43","q = -0.26","l = 20.85"
53,7.80439480501714,103.702177167072,2.2885231451492,"i = -43.43","q = -0.26","l = 20.85"
54,7.91208421721277,105.513836601964,1.81165943489293,"i = -43.43","q = -0.26","l = 20.85"
55,8.02562759441706,107.417536027543,1.90369942557878,"i = -43.43","q = -0.26","l = 20.85"
1,0.692313365878046,2.27299234885604,2.27299234885604,"i = -43.43","q = -0.26","l = 66.19"
2,0.720358894880452,4.1190407988126,1.84604844995656,"i = -43.43","q = -0.26","l = 66.19"
3,0.74967566026966,6.0483349606918,1.9292941618792,"i = -43.43","q = -0.26","l = 66.19"
4,0.781594337565435,8.14835600487414,2.10002104418234,"i = -43.43","q = -0.26","l = 66.19"
5,0.810277097772112,10.0350310881283,1.88667508325421,"i = -43.43","q = -0.26","l = 66.19"
6,0.840936798246851,12.0512774567142,2.01624636858583,"i = -43.43","q = -0.26","l = 66.19"
7,0.865662383336352,13.6769327626201,1.62565530590595,"i = -43.43","q = -0.26","l = 66.19"
8,0.900473355689195,15.9651496572884,2.28821689466827,"i = -43.43","q = -0.26","l = 66.19"
9,0.922956796837979,17.4427151376182,1.47756548032978,"i = -43.43","q = -0.26","l = 66.19"
10,0.958518706785679,19.7792413566981,2.33652621907995,"i = -43.43","q = -0.26","l = 66.19"
11,0.982342351287244,21.3441648586895,1.56492350199141,"i = -43.43","q = -0.26","l = 66.19"
12,1.01646129155112,23.5848570571511,2.2406921984616,"i = -43.43","q = -0.26","l = 66.19"
13,1.04202645049798,25.2634057544763,1.67854869732514,"i = -43.43","q = -0.26","l = 66.19"
14,1.07497717279248,27.4263788873723,2.16297313289598,"i = -43.43","q = -0.26","l = 66.19"
15,1.10016648599359,29.0794969277185,1.65311804034629,"i = -43.43","q = -0.26","l = 66.19"
16,1.13931859713535,31.6483160686303,2.56881914091178,"i = -43.43","q = -0.26","l = 66.19"
17,1.16913258087541,33.6039217025213,1.95560563389093,"i = -43.43","q = -0.26","l = 66.19"
18,1.1928842967577,35.1615552999611,1.55763359743983,"i = -43.43","q = -0.26","l = 66.19"
19,1.22936308521544,37.5532648091352,2.39170950917408,"i = -43.43","q = -0.26","l = 66.19"
20,1.24809700536837,38.7812776202844,1.22801281114922,"i = -43.43","q = -0.26","l = 66.19"
21,1.28163975624632,40.9795630770673,2.19828545678288,"i = -43.43","q = -0.26","l = 66.19"
22,1.31730378515201,43.3162374569308,2.33667437986352,"i = -43.43","q = -0.26","l = 66.19"
23,1.34161286807065,44.90857237625,1.59233491931924,"i = -43.43","q = -0.26","l = 66.19"
24,1.37406908423323,47.0341022472358,2.12552987098576,"i = -43.43","q = -0.26","l = 66.19"
25,1.40281984169069,48.9165135488549,1.88241130161911,"i = -43.43","q = -0.26","l = 66.19"
26,1.42712988401066,50.5078451407393,1.59133159188436,"i = -43.43","q = -0.26","l = 66.19"
27,1.46074358794565,52.7076937071752,2.19984856643596,"i = -43.43","q = -0.26","l = 66.19"
28,1.48715797471909,54.4359764338139,1.7282827266387,"i = -43.43","q = -0.26","l = 66.19"
29,1.52819195672838,57.1201037072326,2.68412727341868,"i = -43.43","q = -0.26","l = 66.19"
30,1.54779376883803,58.401998604426,1.28189489719339,"i = -43.43","q = -0.26","l = 66.19"
31,1.58694116688871,60.9615216420969,2.55952303767086,"i = -43.43","q = -0.26","l = 66.19"
32,1.61383781020594,62.7196141284511,1.75809248635426,"i = -43.43","q = -0.26","l = 66.19"
33,1.64522513799,64.7707700029928,2.0511558745417,"i = -43.43","q = -0.26","l = 66.19"
34,1.66656239637056,66.164867283643,1.39409728065016,"i = -43.43","q = -0.26","l = 66.19"
35,1.70059917337835,68.3882206847756,2.2233534011326,"i = -43.43","q = -0.26","l = 66.19"
36,1.72702151880682,70.1137738705372,1.72555318576165,"i = -43.43","q = -0.26","l = 66.19"
37,1.7569192814636,72.0658629109365,1.95208904039929,"i = -43.43","q = -0.26","l = 66.19"
38,1.79529815072718,74.5710296571736,2.50516674623705,"i = -43.43","q = -0.26","l = 66.19"
39,1.82180798099557,76.301008095276,1.72997843810239,"i = -43.43","q = -0.26","l = 66.19"
40,1.85410543649418,78.4081883306234,2.10718023534746,"i = -43.43","q = -0.26","l = 66.19"
41,1.87666019741313,79.8794094997624,1.471221169139,"i = -43.43","q = -0.26","l = 66.19"
42,1.91626542463052,82.4621817330798,2.58277223331736,"i = -43.43","q = -0.26","l = 66.19"
43,1.93721136349667,83.8278021953397,1.36562046225995,"i = -43.43","q = -0.26","l = 66.19"
44,1.96629454085982,85.7235762365107,1.89577404117092,"i = -43.43","q = -0.26","l = 66.19"
45,1.99887059909157,87.8465171105347,2.12294087402405,"i = -43.43","q = -0.26","l = 66.19"
46,2.03450662826359,90.1682491330537,2.32173202251896,"i = -43.43","q = -0.26","l = 66.19"
47,2.06101016767475,91.8945656746441,1.72631654159048,"i = -43.43","q = -0.26","l = 66.19"
48,2.09668357298239,94.2175956047875,2.32302993014336,"i = -43.43","q = -0.26","l = 66.19"
49,2.12541711749623,96.0882315719199,1.87063596713237,"i = -43.43","q = -0.26","l = 66.19"
50,2.15321987487173,97.8978675665207,1.80963599460081,"i = -43.43","q = -0.26","l = 66.19"
51,2.18319029911667,99.8481494540117,1.95028188749099,"i = -43.43","q = -0.26","l = 66.19"
52,2.2162727070176,102.000404275901,2.15225482188977,"i = -43.43","q = -0.26","l = 66.19"
53,2.24236108631168,103.697250076097,1.69684580019558,"i = -43.43","q = -0.26","l = 66.19"
54,2.27628889068932,105.903467257276,2.20621718117849,"i = -43.43","q = -0.26","l = 66.19"
55,2.30252691956734,107.609238,1.7057707427245,"i = -43.43","q = -0.26","l = 66.19"
1,5.19753661471296,1.65996260026351,1.65996260026351,"i = -43.43","q = 2.37","l = -3.63"
2,5.31721073561466,4.20434155364284,2.54437895337932,"i = -43.43","q = 2.37","l = -3.63"
3,5.40473180424244,6.10804333338158,1.90370177973875,"i = -43.43","q = 2.37","l = -3.63"
4,5.49187940353821,8.03965407995964,1.93161074657806,"i = -43.43","q = 2.37","l = -3.63"
5,5.56869263572448,9.77201801254753,1.73236393258789,"i = -43.43","q = 2.37","l = -3.63"
6,5.64856340207688,11.6029617673926,1.83094375484504,"i = -43.43","q = 2.37","l = -3.63"
7,5.73863316845531,13.7039382198929,2.1009764525003,"i = -43.43","q = 2.37","l = -3.63"
8,5.8241329855979,15.733849043073,2.02991082318009,"i = -43.43","q = 2.37","l = -3.63"
9,5.89677737052584,17.4857444144586,1.7518953713856,"i = -43.43","q = 2.37","l = -3.63"
