"Bite","EstimatedTime_procNoise","CumulativeGrams_procNoise","BiteGrams_procNoise","r","theta"
1,2.65911365458128,1.56077608985466,1.56077608985466,"r = 0.14","t = 0.46"
2,4.75686773985701,3.38678076749319,1.82600467763853,"r = 0.14","t = 0.46"
3,5.92648924108948,4.70836030012032,1.32157953262713,"r = 0.14","t = 0.46"
4,7.2672650350928,6.55227945878031,1.84391915865999,"r = 0.14","t = 0.46"
5,8.1638512553601,8.01106805776864,1.45878859898832,"r = 0.14","t = 0.46"
6,9.0154803743861,9.58487932779338,1.57381127002474,"r = 0.14","t = 0.46"
7,9.93871228154019,11.5175088845015,1.93262955670816,"r = 0.14","t = 0.46"
8,10.579474563954,13.0075320662083,1.49002318170679,"r = 0.14","t = 0.46"
9,11.2729977023568,14.7654894345972,1.75795736838889,"r = 0.14","t = 0.46"
10,11.8368652151933,16.3104625232716,1.54497308867436,"r = 0.14","t = 0.46"
11,12.3843571795775,17.912718758074,1.60225623480243,"r = 0.14","t = 0.46"
12,12.8863850701129,19.4719870994887,1.55926834141475,"r = 0.14","t = 0.46"
13,13.4351163854188,21.275860731823,1.80387363233429,"r = 0.14","t = 0.46"
14,13.9006876508446,22.8880152402686,1.61215450844553,"r = 0.14","t = 0.46"
15,14.4473767644677,24.8760401012468,1.98802486097824,"r = 0.14","t = 0.46"
16,14.7815868167143,26.141194629645,1.26515452839818,"r = 0.14","t = 0.46"
17,15.3324210202287,28.3068318388035,2.16563720915851,"r = 0.14","t = 0.46"
18,15.6918221228692,29.7722098952479,1.46537805644435,"r = 0.14","t = 0.46"
19,16.1195615374798,31.5678749572396,1.79566506199178,"r = 0.14","t = 0.46"
20,16.4168977149708,32.8477727508419,1.27989779360231,"r = 0.14","t = 0.46"
21,16.7783256055217,34.4367457072871,1.5889729564452,"r = 0.14","t = 0.46"
22,17.1253479670183,35.9947309043061,1.55798519701894,"r = 0.14","t = 0.46"
23,17.5630536243349,38.0016298611042,2.00689895679813,"r = 0.14","t = 0.46"
24,17.9170137141049,39.6556056897892,1.65397582868498,"r = 0.14","t = 0.46"
25,18.3130630203106,41.5355272154465,1.87992152565729,"r = 0.14","t = 0.46"
26,18.6325880025181,43.0720344780975,1.536507262651,"r = 0.14","t = 0.46"
27,18.9039876501914,44.3891761726732,1.31714169457567,"r = 0.14","t = 0.46"
28,19.2848732621131,46.2533969419818,1.86422076930862,"r = 0.14","t = 0.46"
29,19.6452679741496,48.0308157622103,1.77741882022854,"r = 0.14","t = 0.46"
30,19.9663104764508,49.6221781646905,1.59136240248022,"r = 0.14","t = 0.46"
31,20.2875413648988,51.2192930328175,1.59711486812692,"r = 0.14","t = 0.46"
32,20.6453430939629,53.0006378653087,1.78134483249124,"r = 0.14","t = 0.46"
33,20.9443992302565,54.488858517118,1.48822065180924,"r = 0.14","t = 0.46"
34,21.1986339655899,55.7518303210887,1.26297180397076,"r = 0.14","t = 0.46"
35,21.5952430682864,57.7147588718426,1.96292855075387,"r = 0.14","t = 0.46"
36,21.9491387706721,59.4552328433847,1.74047397154209,"r = 0.14","t = 0.46"
37,22.2591381645773,60.9684426852247,1.51320984184008,"r = 0.14","t = 0.46"
38,22.6630061782487,62.9200761816844,1.95163349645969,"r = 0.14","t = 0.46"
39,22.9207714153902,64.1520008047008,1.23192462301638,"r = 0.14","t = 0.46"
40,23.2539534887214,65.7263142820606,1.57431347735982,"r = 0.14","t = 0.46"
41,23.627438049563,67.4641141192701,1.73779983720941,"r = 0.14","t = 0.46"
42,23.9857628982106,69.1017700369855,1.63765591771541,"r = 0.14","t = 0.46"
43,24.3699696534287,70.8225246170512,1.72075458006573,"r = 0.14","t = 0.46"
44,24.6974131651288,72.2581837725244,1.43565915547323,"r = 0.14","t = 0.46"
45,25.1887089616417,74.3552901371845,2.09710636466008,"r = 0.14","t = 0.46"
46,25.5919256300025,76.0224533445442,1.66716320735972,"r = 0.14","t = 0.46"
47,26.0130810017119,77.7092868830654,1.6868335385212,"r = 0.14","t = 0.46"
48,26.3872861109918,79.1597392554302,1.45045237236482,"r = 0.14","t = 0.46"
49,26.8404739330585,80.8537946374735,1.69405538204323,"r = 0.14","t = 0.46"
50,27.224439698095,82.2344800122849,1.38068537481142,"r = 0.14","t = 0.46"
51,27.8516362744761,84.3806050861538,2.1461250738689,"r = 0.14","t = 0.46"
52,28.3545160931202,86.0030557660484,1.62245067989465,"r = 0.14","t = 0.46"
53,28.7580213711832,87.2418494260746,1.23879366002616,"r = 0.14","t = 0.46"
54,29.4994135308648,89.3735328038249,2.13168337775033,"r = 0.14","t = 0.46"
55,30,90.7091963627627,1.33566355893772,"r = 0.14","t = 0.46"
1,2.70386004504998,1.77120930095417,1.77120930095417,"r = 0.25","t = 0.46"
2,4.65380186776126,3.96750488440002,2.19629558344585,"r = 0.25","t = 0.46"
3,5.69730153171348,5.60990872892261,1.64240384452259,"r = 0.25","t = 0.46"
4,6.55879236803283,7.27877233187592,1.66886360295331,"r = 0.25","t = 0.46"
5,7.35995556062145,9.12762275559966,1.84885042372373,"r = 0.25","t = 0.46"
6,8.31954960092806,11.7727697593661,2.64514700376642,"r = 0.25","t = 0.46"
7,8.81554418752397,13.3433056754769,1.57053591611078,"r = 0.25","t = 0.46"
8,9.40063362057119,15.3879396646734,2.04463398919655,"r = 0.25","t = 0.46"
9,9.9071166247518,17.3335762200231,1.94563655534973,"r = 0.25","t = 0.46"
10,10.339637028732,19.1284892818359,1.7949130618128,"r = 0.25","t = 0.46"
11,10.6877958173787,20.6642172514137,1.53572796957781,"r = 0.25","t = 0.46"
12,11.1831974397038,22.9902489182889,2.32603166687516,"r = 0.25","t = 0.46"
13,11.4889025987046,24.507905811956,1.51765689366711,"r = 0.25","t = 0.46"
14,11.9199065107758,26.7527829050479,2.24487709309188,"r = 0.25","t = 0.46"
15,12.3075547796078,28.874353707707,2.12157080265907,"r = 0.25","t = 0.46"
16,12.5229899663987,30.0939944596744,1.21964075196749,"r = 0.25","t = 0.46"
17,12.8536633259322,32.0201524825385,1.92615802286407,"r = 0.25","t = 0.46"
18,13.2302890628095,34.289725903516,2.26957342097749,"r = 0.25","t = 0.46"
19,13.5175225619093,36.0711332719621,1.78140736844605,"r = 0.25","t = 0.46"
20,13.7800490858666,37.7345454303789,1.66341215841686,"r = 0.25","t = 0.46"
21,14.1431401169491,40.0853595816607,2.35081415128177,"r = 0.25","t = 0.46"
22,14.4416479605744,42.0566031443519,1.97124356269119,"r = 0.25","t = 0.46"
23,14.7088623342705,43.84648975421,1.78988660985818,"r = 0.25","t = 0.46"
24,14.9654594276554,45.5841977022636,1.73770794805353,"r = 0.25","t = 0.46"
25,15.2379187410586,47.4457692182226,1.86157151595904,"r = 0.25","t = 0.46"
26,15.5612366817015,49.671054365793,2.22528514757035,"r = 0.25","t = 0.46"
27,15.7920440126425,51.2665895381868,1.59553517239382,"r = 0.25","t = 0.46"
28,16.0352122284331,52.9504893605265,1.68389982233969,"r = 0.25","t = 0.46"
29,16.3796830885774,55.3348996753866,2.3844103148601,"r = 0.25","t = 0.46"
30,16.6459670691228,57.1721906570521,1.83729098166553,"r = 0.25","t = 0.46"
31,16.9093830619441,58.9801794251997,1.80798876814758,"r = 0.25","t = 0.46"
32,17.2122402942408,61.0421059354241,2.0619265102244,"r = 0.25","t = 0.46"
33,17.4063342405739,62.3515795765033,1.30947364107919,"r = 0.25","t = 0.46"
34,17.777241626487,64.8219306413159,2.47035106481266,"r = 0.25","t = 0.46"
35,18.0294884192906,66.4739310817424,1.65200044042645,"r = 0.25","t = 0.46"
36,18.3482426375422,68.524009730809,2.05007864906666,"r = 0.25","t = 0.46"
37,18.6565148650746,70.462299167593,1.93828943678392,"r = 0.25","t = 0.46"
38,18.8811508512231,71.8447420479332,1.38244288034021,"r = 0.25","t = 0.46"
39,19.2902442103486,74.292165574906,2.4474235269728,"r = 0.25","t = 0.46"
40,19.6090897168347,76.132707077965,1.84054150305903,"r = 0.25","t = 0.46"
41,19.9865520652671,78.2312787992546,2.09857172128957,"r = 0.25","t = 0.46"
42,20.3545093331794,80.1896633172468,1.9583845179922,"r = 0.25","t = 0.46"
43,20.6570100461135,81.7332010482519,1.54353773100515,"r = 0.25","t = 0.46"
44,20.988491048904,83.354516707669,1.62131565941712,"r = 0.25","t = 0.46"
45,21.4211290323361,85.3593277515502,2.00481104388115,"r = 0.25","t = 0.46"
46,21.9244146841668,87.5330159662716,2.17368821472145,"r = 0.25","t = 0.46"
47,22.3496721730425,89.2383981872144,1.70538222094279,"r = 0.25","t = 0.46"
48,22.8714200297671,91.1704392350933,1.93204104787883,"r = 0.25","t = 0.46"
49,23.3822488274935,92.8969712522184,1.72653201712511,"r = 0.25","t = 0.46"
50,24.012146412708,94.8126300879892,1.91565883577083,"r = 0.25","t = 0.46"
51,24.8308842824705,96.9763861011687,2.16375601317948,"r = 0.25","t = 0.46"
52,25.7840623600768,99.0796762354853,2.10329013431658,"r = 0.25","t = 0.46"
53,26.5961170787833,100.563906970109,1.48423073462425,"r = 0.25","t = 0.46"
54,27.9156076921037,102.472875460958,1.90896849084859,"r = 0.25","t = 0.46"
55,29.7524738307219,104.328901666623,1.85602620566478,"r = 0.25","t = 0.46"
1,1.12880335635202,1.78192561683127,1.78192561683127,"r = 1.87","t = 0.46"
2,1.49998132360893,3.75258734209226,1.97066172526099,"r = 1.87","t = 0.46"
3,1.70341997673776,5.51524746251869,1.76266012042642,"r = 1.87","t = 0.46"
4,1.86866811843185,7.46324176426503,1.94799430174634,"r = 1.87","t = 0.46"
5,2.02354037831363,9.82418868553232,2.36094692126729,"r = 1.87","t = 0.46"
6,2.13216921308213,11.8487697307508,2.02458104521849,"r = 1.87","t = 0.46"
7,2.21789854724122,13.6895981357257,1.84082840497487,"r = 1.87","t = 0.46"
8,2.30025523089104,15.6775296096223,1.98793147389658,"r = 1.87","t = 0.46"
9,2.36752767870854,17.4705958014527,1.79306619183042,"r = 1.87","t = 0.46"
10,2.45086855158115,19.9125497389466,2.44195393749394,"r = 1.87","t = 0.46"
11,2.4919296032122,21.2077535720598,1.29520383311317,"r = 1.87","t = 0.46"
12,2.56327363163718,23.6047233771484,2.39696980508857,"r = 1.87","t = 0.46"
13,2.62202139572236,25.7181321081831,2.1134087310347,"r = 1.87","t = 0.46"
14,2.67261956556479,27.6381830534918,1.92005094530874,"r = 1.87","t = 0.46"
15,2.71193493137646,29.1924731352654,1.55429008177363,"r = 1.87","t = 0.46"
16,2.76730079725067,31.4707689793311,2.2782958440657,"r = 1.87","t = 0.46"
17,2.81331620595781,33.4404098089024,1.96964082957127,"r = 1.87","t = 0.46"
18,2.86026661372027,35.5169665867715,2.0765567778691,"r = 1.87","t = 0.46"
19,2.89128744167478,36.9236642983424,1.40669771157086,"r = 1.87","t = 0.46"
20,2.9384929167002,39.1130173292519,2.18935303090954,"r = 1.87","t = 0.46"
21,2.97362296795928,40.7771466940672,1.66412936481528,"r = 1.87","t = 0.46"
22,3.01657750363837,42.8476097421739,2.07046304810674,"r = 1.87","t = 0.46"
23,3.05343337106337,44.6513077567059,1.80369801453196,"r = 1.87","t = 0.46"
24,3.10338471849245,47.1286990492134,2.47739129250751,"r = 1.87","t = 0.46"
25,3.13376681855141,48.6501011406241,1.52140209141069,"r = 1.87","t = 0.46"
26,3.17450218417303,50.7022704599676,2.0521693193435,"r = 1.87","t = 0.46"
27,3.21953876135194,52.9810117615626,2.27874130159498,"r = 1.87","t = 0.46"
28,3.25164469585094,54.6075100221805,1.62649826061794,"r = 1.87","t = 0.46"
29,3.29483470548854,56.7923548758897,2.18484485370919,"r = 1.87","t = 0.46"
30,3.33118579547965,58.6236396114452,1.83128473555551,"r = 1.87","t = 0.46"
31,3.37558958168658,60.8447080161614,2.22106840471619,"r = 1.87","t = 0.46"
32,3.41782896544535,62.9349365308781,2.0902285147167,"r = 1.87","t = 0.46"
33,3.45488465740063,64.7455942763742,1.81065774549612,"r = 1.87","t = 0.46"
34,3.49197315726224,66.5321650811347,1.78657080476054,"r = 1.87","t = 0.46"
35,3.53349442273355,68.4972243461436,1.96505926500886,"r = 1.87","t = 0.46"
36,3.57100869271427,70.2369731887841,1.73974884264054,"r = 1.87","t = 0.46"
37,3.61855990757314,72.3883363603828,2.15136317159862,"r = 1.87","t = 0.46"
38,3.65641198798197,74.0542508227207,1.66591446233795,"r = 1.87","t = 0.46"
39,3.71206275947168,76.4227325542554,2.36848173153469,"r = 1.87","t = 0.46"
40,3.75387469909108,78.135402207737,1.71266965348156,"r = 1.87","t = 0.46"
41,3.79975829736365,79.9458590161966,1.81045680845968,"r = 1.87","t = 0.46"
42,3.86426860122905,82.3650982160555,2.41923919985884,"r = 1.87","t = 0.46"
43,3.91324295376569,84.1010876597234,1.73598944366792,"r = 1.87","t = 0.46"
44,3.97843001037994,86.2756390421223,2.1745513823989,"r = 1.87","t = 0.46"
45,4.04677129253498,88.3890202814739,2.11338123935157,"r = 1.87","t = 0.46"
46,4.09571408676992,89.7993684404543,1.41034815898045,"r = 1.87","t = 0.46"
47,4.18852343702291,92.2444143378923,2.44504589743794,"r = 1.87","t = 0.46"
48,4.26096905300635,93.9530863625267,1.70867202463442,"r = 1.87","t = 0.46"
49,4.34299908723783,95.6891824504897,1.73609608796306,"r = 1.87","t = 0.46"
50,4.4385825328955,97.4657277586184,1.77654530812868,"r = 1.87","t = 0.46"
51,4.61657084576034,100.152072921977,2.68634516335906,"r = 1.87","t = 0.46"
52,4.73079021027143,101.512685378393,1.36061245641551,"r = 1.87","t = 0.46"
53,4.96451503451919,103.60233700448,2.08965162608655,"r = 1.87","t = 0.46"
54,5.40706859418045,105.8330692181,2.23073221362078,"r = 1.87","t = 0.46"
55,8.13696851561599,107.609238,1.77616878189968,"r = 1.87","t = 0.46"
1,0.267083550645439,2.0471473499569,2.0471473499569,"r = 0","t = 7.74"
2,0.45862311511781,3.49124334565549,1.44409599569859,"r = 0","t = 7.74"
3,0.701315418164213,5.29266489277173,1.80142154711624,"r = 0","t = 7.74"
4,0.929040098748756,6.95463606163671,1.66197116886498,"r = 0","t = 7.74"
5,1.12877480335727,8.39009656853273,1.43546050689602,"r = 0","t = 7.74"
6,1.45380034122128,10.6823757289806,2.29227916044788,"r = 0","t = 7.74"
7,1.64754482880776,12.0235113233779,1.34113559439731,"r = 0","t = 7.74"
8,1.90157308576911,13.7538700931053,1.7303587697274,"r = 0","t = 7.74"
9,2.17382123444371,15.5735811767573,1.81971108365198,"r = 0","t = 7.74"
10,2.474525386707,17.5425195116093,1.96893833485198,"r = 0","t = 7.74"
11,2.73074063538638,19.1868887687097,1.64436925710039,"r = 0","t = 7.74"
12,2.9915959630752,20.8302026847451,1.64331391603546,"r = 0","t = 7.74"
13,3.276417853965,22.5896446871547,1.7594420024096,"r = 0","t = 7.74"
14,3.56868655161375,24.3580155009524,1.76837081379769,"r = 0","t = 7.74"
15,3.81540821732892,25.8221466555497,1.46413115459726,"r = 0","t = 7.74"
16,4.17256506632562,27.8961463058441,2.07399965029442,"r = 0","t = 7.74"
17,4.47813519791888,29.6287900476469,1.73264374180277,"r = 0","t = 7.74"
18,4.73319084659055,31.0461390438144,1.41734899616754,"r = 0","t = 7.74"
19,5.10197495414797,33.0500562237905,2.00391717997611,"r = 0","t = 7.74"
20,5.46094441882458,34.9502633002297,1.90020707643916,"r = 0","t = 7.74"
21,5.73920962559419,36.3898818815019,1.4396185812722,"r = 0","t = 7.74"
22,6.03918383081433,37.9098858637743,1.52000398227246,"r = 0","t = 7.74"
23,6.37055553495679,39.5513067852979,1.64142092152359,"r = 0","t = 7.74"
24,6.77401007213649,41.4976982342749,1.94639144897693,"r = 0","t = 7.74"
25,7.16027097045004,43.3089719272734,1.81127369299857,"r = 0","t = 7.74"
26,7.59717136122805,45.2979795487261,1.98900762145267,"r = 0","t = 7.74"
27,7.8834486384777,46.5677893392847,1.26980979055865,"r = 0","t = 7.74"
28,8.39928262537527,48.7908660037768,2.22307666449201,"r = 0","t = 7.74"
29,8.65885704173951,49.8787440114332,1.08787800765643,"r = 0","t = 7.74"
30,9.12765470196864,51.7927569448769,1.91401293344376,"r = 0","t = 7.74"
31,9.58053958554767,53.5815261507363,1.7887692058594,"r = 0","t = 7.74"
32,10.1102238884611,55.6010470895877,2.01952093885139,"r = 0","t = 7.74"
33,10.5053380749435,57.0581895287804,1.45714243919262,"r = 0","t = 7.74"
34,10.9837177117431,58.7678888493514,1.70969932057103,"r = 0","t = 7.74"
35,11.4757926141822,60.4662356949079,1.69834684555651,"r = 0","t = 7.74"
36,12.0378503873157,62.3340053772021,1.86776968229422,"r = 0","t = 7.74"
37,12.6400267216358,64.2530785288488,1.91907315164665,"r = 0","t = 7.74"
38,13.1529873391045,65.8235508955827,1.57047236673394,"r = 0","t = 7.74"
39,13.6275009114478,67.2256298993419,1.40207900375918,"r = 0","t = 7.74"
40,14.2429906183034,68.9744261181464,1.74879621880454,"r = 0","t = 7.74"
41,14.9635792582246,70.9258733758268,1.95144725768036,"r = 0","t = 7.74"
42,15.5810919166018,72.5195809510125,1.59370757518568,"r = 0","t = 7.74"
43,16.2758902972296,74.2301477187977,1.71056676778522,"r = 0","t = 7.74"
44,17.2378109673887,76.4616283459801,2.23148062718239,"r = 0","t = 7.74"
45,17.9920131178876,78.1064239886927,1.64479564271264,"r = 0","t = 7.74"
46,18.7634257412045,79.6989690398171,1.5925450511244,"r = 0","t = 7.74"
47,19.4822045915823,81.1054193754478,1.40645033563067,"r = 0","t = 7.74"
48,20.6329619675581,83.2111200536161,2.10570067816832,"r = 0","t = 7.74"
49,21.5683604066115,84.798910850988,1.58779079737188,"r = 0","t = 7.74"
50,22.6526518332057,86.5106375728284,1.71172672184045,"r = 0","t = 7.74"
51,23.7331132086868,88.0885955390793,1.57795796625082,"r = 0","t = 7.74"
52,25.2608258501781,90.1205396367095,2.03194409763022,"r = 0","t = 7.74"
53,26.5694585426352,91.6921385375915,1.57159890088205,"r = 0","t = 7.74"
54,28.3175400557921,93.5735437646459,1.88140522705437,"r = 0","t = 7.74"
55,29.8923540348544,95.0774156818969,1.50387191725103,"r = 0","t = 7.74"
1,0.243803152226489,1.88491596791254,1.88491596791254,"r = 0.06","t = 7.74"
2,0.493531626560805,3.81120052187357,1.92628455396103,"r = 0.06","t = 7.74"
3,0.692116685716849,5.33905291873907,1.5278523968655,"r = 0.06","t = 7.74"
4,0.938344279807393,7.22772031923062,1.88866740049155,"r = 0.06","t = 7.74"
5,1.22466487649808,9.4146522789129,2.18693195968227,"r = 0.06","t = 7.74"
6,1.47232338208709,11.2970746675123,1.88242238859938,"r = 0.06","t = 7.74"
7,1.7465358792928,13.37008181547,2.0730071479577,"r = 0.06","t = 7.74"
