"model","nBites","Emax","nSim","initial_theta","theta","initial_r","r","min_n2ll","u95CI_r","u95CI_r_n2ll","u95CI_r_chisq","u95CI_r_chisq.p","l95CI_r","l95CI_r_n2ll","l95CI_r_chisq","l95CI_r_chisq.p","u95CI_theta","u95CI_theta_n2ll","u95CI_theta_chisq","u95CI_theta_chisq.p","l95CI_theta","l95CI_theta_n2ll","l95CI_theta_chisq","l95CI_theta_chisq.p","ID","r_fit","theta_fit"
"FPM_Time",101,151.170160868893,1,11.4460329000629,10.8487099566014,0.111585950606839,0.125372182258252,247.609853619899,0.121980367619611,251.448549784321,3.83869616442266,0.0500824526754061,0.118363132496948,251.445233225747,3.83537960584889,0.0501816266205051,11.6082749555467,251.410766268925,3.80091264902669,0.0512246550147054,10.899144853088,251.446674275703,3.8368206558045,0.0501385099128059,11,FALSE,TRUE
"FPM_Time",90,86.7394658934607,1,24.9092685075661,22.9553168939333,0.0477003762432766,0.10356008871241,220.64245272872,0.105915260531509,224.472212526279,3.82975979755869,0.0503501479379357,0.0217342929852188,224.469717498657,3.82726476993696,0.0504251580079094,26.7965542743651,224.470247911931,3.82779518321129,0.0504092018774702,23.1079453634064,224.471651641089,3.82919891236912,0.0503670000096343,12,TRUE,TRUE
"FPM_Time",68,261.274748299886,1,7.46120296249852,7.65424732967937,-0.0033054043377948,-0.00520379398699255,166.707624055493,-0.00487100319736413,170.546344291192,3.83872023569808,0.0500817336376039,-0.00497282525010714,170.54752308559,3.83989903009606,0.0500465349819512,7.6357826299403,170.546450910115,3.83882685462146,0.0500785489339358,7.37546628930213,170.52729484769,3.8196707921968,0.0506541897305017,13,FALSE,TRUE
"FPM_Time",76,132.502073020019,1,11.1561494361513,10.5497525319888,0.0588289420883999,0.0737085174883475,186.320285859183,0.0756077190080952,190.161378805129,3.84109294594631,0.050010911445639,0.0651751560801803,190.165691939375,3.8454060801925,0.0498824411072164,11.8839036810791,190.167042126443,3.84675626726005,0.0498422963453993,10.4567198604017,190.165410455321,3.84512459613811,0.0498908147021572,14,FALSE,TRUE
"FPM_Time",86,40.5944553066233,1,29.1369062044024,27.3544293673626,0.0524896865239324,0.0496074594476341,210.836121771514,0.43844634978239,214.679251012512,3.84312924099777,0.0499502151730444,-0.264741546978522,214.722975776911,3.886854005397,0.0486655029394162,35.1009315871094,214.722531135295,3.88640936378113,0.0486783902452408,23.8535931237181,214.712737625992,3.87661585447759,0.0489631567439366,15,TRUE,TRUE
"FPM_Time",80,68.1869955584924,1,7.56661167311329,8.49751813990679,0.199152249834983,0.157554426717616,196.126616760856,0.158126517271244,199.975698702053,3.84908194119777,0.0497732276980918,0.144099384046232,199.96685548084,3.84023871998474,0.0500363967361095,8.63827955321467,199.975172643824,3.8485558829679,0.0497888418981897,6.80627215516654,199.983058943221,3.85644218236499,0.0495553063452751,16,FALSE,TRUE
"FPM_Time",39,157.769245816172,1,17.4203437125156,16.9376651303624,0.261596373619756,0.280159870418722,95.611726550838,0.288441317176867,99.4597144704665,3.84798791962845,0.0498057057148392,0.238189929616345,99.4486046150219,3.83687806418389,0.0501367930455169,18.5579900674158,99.4649730301801,3.85324647934205,0.049649800365358,16.3292693086806,99.4635792905021,3.85185273966407,0.0496910715663194,17,TRUE,TRUE
"FPM_Time",85,119.86975722462,1,19.0668567871428,18.768044970678,0.0147453797645908,0.0119616275234744,208.384531061564,0.0264664383130883,212.222455365892,3.837924304328,0.0501055148440985,0.0156912385130807,212.224295796333,3.83976473476909,0.0500505437041663,20.0918728994975,212.217946687813,3.83341562624932,0.0502404526629876,18.0753218029924,212.218718851497,3.83418778993286,0.0502173157637112,18,FALSE,TRUE
"FPM_Time",88,177.404033205698,1,40.6059514513525,39.2997699703975,0.156101408026844,0.170556094784587,215.739292162971,0.177840770102499,219.586650452842,3.84735828987093,0.0498244075675255,0.132273960491301,219.583479567616,3.84418740464486,0.0499187050046103,42.5562565689362,219.593916052491,3.8546238895197,0.0496090482860378,38.7136591785277,219.592438823506,3.85314666053529,0.0496527549800523,19,TRUE,TRUE
"FPM_Time",39,34.4281445523838,1,24.2751053092769,20.6631150260676,0.0192411922575228,0.39725658689243,95.6117262609054,0.486413415321025,99.4571309805821,3.84540471967672,0.0498824815763036,-0.432631608474108,99.4568885755809,3.84516231467551,0.0498896925639656,28.7462243901104,99.4078615723916,3.79613531148622,0.0513710242264175,18.8949394103629,99.5082059518771,3.89647969097169,0.048387397227688,20,TRUE,TRUE
"FPM_Time",52,22.5581645383992,1,2.88214065073828,3.79071483042208,0.575487006477426,0.351111785823014,127.482301818971,0.777386490758729,131.311014607548,3.82871278857635,0.0503816106606425,0.352361495539723,131.320648394777,3.83834657580536,0.0500928965354661,4.07593928277171,131.311450306311,3.82914848733932,0.0503685153465093,2.09136108880221,131.330414151515,3.84811233254354,0.0498020111635181,21,TRUE,TRUE
"FPM_Time",28,50.9134830215688,1,8.31411107181438,9.48317113006487,0.00844083123810685,-0.0428966829553247,68.6443170637879,-0.0651245633352901,72.4856679983387,3.84135093455083,0.0500032172160145,-0.0655575283710343,72.4851209527027,3.84080388891482,0.0500195337433857,9.78129922463981,72.5055366577497,3.86121959396186,0.0494143967559819,6.99499253776128,72.5014182487186,3.85710118493078,0.0495358438787022,22,FALSE,TRUE
"FPM_Time",66,64.7858861057313,1,12.1555348896131,11.1596224377117,0.0624729070760417,0.0902776282724517,161.804459730344,0.12460035569836,165.65779100243,3.85333127208571,0.0496472906647167,0.00669562430433978,165.663750709808,3.85929097946371,0.0494712301672128,13.7608467771683,165.658773355813,3.8543136254693,0.0496182246790051,10.6742423970169,165.65650515401,3.85204542366654,0.0496853636796587,23,TRUE,TRUE
"FPM_Time",20,14.749958701758,1,16.9516457243151,10.1214609146118,0.00778434322872532,1.48947010040283,49.031655133991,2.00888197335044,52.908191369133,3.87653623514196,0.0489654790350964,-1.8516574985539,52.9022086607838,3.87055352679279,0.0491403123918235,29.4362886466586,53.1141677886273,4.08251265463624,0.0433291807004796,8.54340851119611,52.9827629009263,3.95110776693529,0.0468405233127673,24,TRUE,TRUE
"FPM_Time",56,104.796455329391,1,23.8946359772807,24.7200182683318,0.590575720418186,0.537296380299813,137.288632221506,0.617124312343395,141.126160048451,3.83752782694523,0.0501173654313524,0.523698640066862,141.127618008265,3.83898578675866,0.050073802033567,25.6773566926849,141.114146937157,3.82551471565108,0.0504778418007006,22.1959190947866,141.131033264607,3.84240104310072,0.0499719117749678,25,TRUE,TRUE
"FPM_Time",63,191.120196272039,1,44.818414918457,43.15074369651,0.475251909757834,0.499677611203586,154.449710434838,0.51169156814836,158.298521517175,3.84881108233731,0.049781266550587,0.441384085371604,158.288964384313,3.83925394947508,0.0500657937703443,47.0890532732103,158.310087605526,3.86037717068868,0.0494392132342192,42.6202157442941,158.308750867071,3.85904043223303,0.0494786184885252,26,TRUE,TRUE
"FPM_Time",70,175.851985741662,1,6.99764683851887,6.92362687715468,0.402918070430378,0.400608005254562,171.610794092673,0.407093284523589,175.451366009157,3.84057191648444,0.0500264543975706,0.386989577279576,175.456594004718,3.84579991204558,0.0498707278790868,7.50104760225571,175.455199781773,3.8444056891,0.0499122075082342,6.51768900866881,175.454638524283,3.84384443161088,0.0499289158100836,27,TRUE,TRUE
"FPM_Time",58,6.86686607808527,1,7.54922045752538,10.9973449707031,0.0710855024170675,0.105279541015625,142.191796983593,4.42339367823172,146.085505743705,3.8937087601123,0.0484672827108525,-3.65858470973517,146.075268599477,3.88347161588428,0.0487636272858551,20.6806695022836,146.203988634833,4.0121916512401,0.045172394857194,1.4995784749388,146.064743872706,3.87294688911322,0.0490702919221864,28,TRUE,TRUE
"FPM_Time",56,171.838458592652,1,36.5123466197749,36.8835217224659,0.693941506204425,0.669203674264797,137.288631639312,0.695459301192405,141.160519699674,3.87188806036215,0.0491012561278888,0.639029410294867,141.129183461916,3.84055182260363,0.0500270539250462,38.7378125239743,141.149725317784,3.86109367847146,0.0494181051938465,34.3726372629951,141.147946338354,3.85931469904168,0.049470530767209,29,TRUE,TRUE
"FPM_Time",45,24.7213795283037,1,4.61380790147243,4.70067809798303,0.547484997493976,0.632538588866487,110.321222525451,0.839869067350335,114.153339132275,3.8321166068243,0.0502794015433414,0.226780584286452,114.164653099662,3.84343057421094,0.0499412398842162,6.81182481613554,114.187555364433,3.866332838982,0.0492640505248668,2.94235680331886,114.176377836717,3.8551553112665,0.0495933350810092,30,TRUE,TRUE
"FPM_Time",52,66.3832853601708,1,4.2695560081268,4.99555050937397,0.613174380746648,0.545573313898422,127.482300698631,0.673045180115389,131.342478744172,3.86017804554066,0.0494450810744046,0.534298361653639,131.323605489936,3.84130479130548,0.0500045932962807,5.12347636849368,131.331164513678,3.84886381504671,0.0497797013826806,3.51883570359337,131.349874020494,3.86757332186306,0.0492276491145989,31,TRUE,TRUE
"FPM_Time",67,104.957253215416,1,19.2059993180266,17.8170985573931,0.2446552369349,0.284664429803967,164.256041730241,0.286307043211472,168.088639944734,3.83259821449249,0.050264957638447,0.236542509492881,168.094303356347,3.83826162610555,0.0500954347310194,20.5364321442364,168.086137155052,3.83009542481125,0.0503400667017893,17.9324492734492,168.085081066105,3.82903933586397,0.0503717956534961,32,TRUE,TRUE
"FPM_Time",20,76.9076970696174,1,9.81139912739039,10.9115138955822,0.798504288419011,0.743229000474094,49.0316595392011,0.861503721282906,52.8940448571514,3.8623853179503,0.0493800780397038,0.684156310657996,52.8733020224685,3.84164248326739,0.0499945235979551,11.5195231881648,52.9014293674388,3.86976982823773,0.0491632632871476,8.28272036152888,52.8954881624315,3.86382862323038,0.0493376222527564,33,TRUE,TRUE
"FPM_Time",48,66.3248984030219,1,22.3162775742603,20.3693845283688,-0.0330602741974369,0.0237251453942009,117.675969963925,0.0183739570125225,121.528568319775,3.85259835584921,0.0496689879906304,-0.0622805856907062,121.531145382318,3.85517541839273,0.0495927406519364,25.083366426942,121.544654174915,3.8686842109896,0.0491950746834314,19.7485295797873,121.540394357114,3.86442439318802,0.0493201085251781,34,TRUE,TRUE
"FPM_Time",67,95.6661261001352,1,31.4133869523621,28.9405269201253,0.313489604284976,0.394357398642969,164.256043984258,0.391013513113485,168.095681389555,3.83963740529629,0.0500543448086368,0.385114597922752,168.091342748544,3.8352987642852,0.0501840465881542,34.3754009115821,168.12193608794,3.86589210368123,0.0492769905465978,29.2024787065735,168.080489579383,3.82444559512462,0.0505100553265476,35,FALSE,TRUE
"FPM_Time",73,333.520887746935,1,42.6146149076927,42.2366045886747,0.186326373092017,0.193687085118702,178.965537630165,0.177260881462033,182.805180772258,3.83964314209342,0.0500541735442762,0.174578397352435,182.804640439851,3.8391028096861,0.0500703071590655,43.7844047740233,182.814717650456,3.8491800202905,0.0497703171351982,41.4651957653851,182.814587922412,3.84905029224677,0.0497741669403253,36,FALSE,TRUE
"FPM_Time",104,124.392689358242,1,31.5178179526657,29.7592537126743,0.161771467862646,0.209107784866619,254.964610452581,0.20772849883059,258.807549060563,3.84293860798277,0.0499558941075493,0.123401227607781,258.81371690257,3.84910644998962,0.0497725003663938,33.6596435890489,258.827976427251,3.86336597467073,0.0493512271686537,29.463645898054,258.818496366762,3.85388591418149,0.0496308776400622,37,TRUE,TRUE
"FPM_Time",71,160.797116305052,1,22.0309350128051,21.3845555834444,0.0300879834662928,0.0359966551963911,174.062375137459,0.0419602882964482,177.910140327687,3.84776519022813,0.0498123205841929,0.0178884965505297,177.904991613273,3.84261647581403,0.0499654919363788,23.1533559686423,177.911574655386,3.84919951792699,0.0497697385511772,20.9434720362403,177.911338941436,3.84896380397703,0.0497767337381385,38,TRUE,TRUE
"FPM_Time",76,196.8742641249,1,31.4511024587655,30.1570101177933,0.285865123335407,0.309673477990873,186.320287578009,0.297814417239647,190.150014076786,3.82972649877712,0.0503511482498148,0.269405517456659,190.156822109986,3.83653453197641,0.0501470677197799,32.6476568750158,190.152248623861,3.83196104585207,0.0502840679126395,30.2833419787995,190.152245816216,3.83195823820674,0.0502841521379044,39,TRUE,TRUE
"FPM_Time",82,163.046462971826,1,27.4327452573376,26.2939950209152,0.0155545198418934,0.0320701842309802,201.029782462267,0.0269375239098795,204.863174176282,3.83339171401465,0.0502411693423889,0.0063143744361328,204.867506131466,3.83772366919874,0.0501115113963984,28.4892761391841,204.840944319023,3.81116185675552,0.0509121232395072,26.1305469659539,204.879932756175,3.85015029390826,0.0497415333006008,40,TRUE,TRUE
"FPM_Time",52,142.446577672062,1,41.5329144455974,43.4622908927877,0.535482827726953,0.50286445813403,127.482301123329,0.494222040559317,131.327404906006,3.84510378267615,0.0498914339205263,0.463405090887466,131.322824481926,3.84052335859616,0.0500279031993006,44.3761660111937,131.350585436346,3.86828431301677,0.0492067982072012,38.8107861935795,131.353079829472,3.87077870614223,0.0491337200259406,41,FALSE,TRUE
"FPM_Time",22,99.4420846610374,1,27.0436160766131,25.1704400272937,0.17861401029751,0.242667450192232,53.9348195535722,0.258920844812495,57.7763942605502,3.84157470697797,0.0499965444596412,0.110293693499704,57.7866888095851,3.85186925601285,0.049690582274652,29.6868768484072,57.817409268517,3.88258971494477,0.0487892458668971,24.5578118106385,57.8127560103726,3.87793645680036,0.0489246551287199,42,TRUE,TRUE
"FPM_Time",27,111.427216649256,1,35.3462774752225,33.4246025933012,0.125723366576969,0.186291653055923,66.1927336926716,0.20076578754945,70.0394217952589,3.84668810258736,0.0498443222495734,0.0750060167483691,70.0464419681778,3.85370827550621,0.0496361337175967,38.2575489910712,70.0742257533434,3.88149206067189,0.0488211517762352,32.5811356771607,70.0700422790863,3.87730858641477,0.0489429564426919,43,TRUE,TRUE
"FPM_Time",104,186.781311278863,1,22.8258933101942,23.7517878540581,0.473376162835271,0.446910744878653,254.964602311802,0.461212024946235,258.799925700525,3.83532338872232,0.0501833094500492,0.443016909401078,258.805948699514,3.84134638771184,0.0500033528097156,24.0894351370558,258.813245743642,3.84864343184017,0.0497862429569738,21.7284121368721,258.763133181076,3.79853086927409,0.0512975733449229,44,FALSE,TRUE
"FPM_Time",11,59.2430569403681,1,15.7534976168036,13.9251509413612,0.0805173207133042,0.173731305908041,26.9674100011377,0.2131151405731,30.8106771468041,3.84326714566637,0.0499461074348131,-0.0509088443463207,30.8102474104934,3.8428374093557,0.0499589090796244,18.6101322074214,30.8785134870236,3.9111034858859,0.0479680913767174,13.2104705386408,30.8637283238868,3.89631832274907,0.0483920456339284,45,TRUE,TRUE
"FPM_Time",53,132.713705532041,1,16.9630055696597,17.8279070293749,0.123079068130215,0.0991512924034981,129.933885429248,0.116298695533921,133.773854421973,3.83996899272495,0.050044446728397,0.0953554469876917,133.775226425919,3.84134099667111,0.0500035135793081,18.126355501239,133.785154604607,3.85126917535842,0.0497083627436706,15.8486225118248,133.790785972006,3.85690054275747,0.0495417686327383,46,FALSE,TRUE
"FPM_Time",40,189.115545267914,1,17.4481247745754,16.594414581233,0.414379559989657,0.434930687513333,98.0633085643056,0.430221581663153,101.901317013955,3.83800844964905,0.0501030001472058,0.415898225549908,101.891843759343,3.8285351950373,0.0503869494247645,18.2092714674083,101.895636557882,3.8323279935766,0.050273061299126,16.7083754263719,101.896938377981,3.83362981367563,0.0502340336813103,47,FALSE,TRUE
"FPM_Time",92,154.069443466066,1,27.4600505071819,26.8285143392002,0.0779104838223785,0.0975491108691904,225.545609393209,0.104263058157034,229.387425157121,3.8418157639116,0.0499893573425785,0.0692315212460043,229.400433660845,3.8548242676361,0.0496031228405196,28.9380454633065,229.396501690197,3.85089229698812,0.0497195331356169,26.0308801854044,229.395285916417,3.84967652320825,0.0497555858367394,48,TRUE,TRUE
"FPM_Time",35,82.3520772639031,1,14.5869819952496,13.4438912570445,-0.0480766877349518,-0.0156631541581703,85.8053947380414,-0.0173864405753282,89.6444744273393,3.83907968929795,0.0500709976260174,-0.0453647372368143,89.6438652747235,3.83847053668217,0.0500891929763743,15.6118647709388,89.6352516934771,3.82985695543573,0.0503472293872643,13.2292081713195,89.6614330143276,3.85603827628627,0.0495672389839339,49,FALSE,TRUE
"FPM_Time",93,231.468928089886,1,17.2318517580154,17.5977536234034,0.0840929241261369,0.0768105296367083,227.997201533705,0.0790320795336764,231.838151610814,3.84095007710869,0.0500151728915843,0.0759544549022369,231.838021928762,3.84082039505719,0.0500190413384928,17.8887695479183,231.841976872067,3.8447753383617,0.0499012064961346,16.6787376427684,231.898925993109,3.90172445940368,0.0482365716364831,50,FALSE,TRUE
"FPM_Time",22,52.3763143365881,1,3.77475477672126,4.49425830133259,0.440934886739315,0.382582636922598,53.9348198764179,0.455476639409912,57.7683920113291,3.8335721349112,0.0502357621705746,0.348782709451086,57.7763497212604,3.84152984484253,0.0499978821455633,4.74717939233618,57.7913488960505,3.85652901963262,0.0495527412993185,2.94606136823977,57.786664304934,3.8518444285161,0.0496913177834036,51,TRUE,TRUE
"FPM_Time",54,95.3793083296059,1,6.1398404702878,6.62909902312548,0.115919322006751,0.101866141448307,132.385470234361,0.113692221592643,136.234915965069,3.84944573070763,0.0497624329036407,0.0924524989668248,136.226579022826,3.84110878846494,0.0500104389236964,6.77067369912266,136.231555633433,3.84608539907217,0.0498622388268678,5.55372042036334,136.252765223564,3.8672949892034,0.049235814188416,52,FALSE,TRUE
"FPM_Time",26,138.940896704789,1,31.5737123271434,30.5334176375552,-0.100157921519175,-0.0901358710203107,63.7411503681506,-0.0736204736636787,67.5869265970803,3.84577622892972,0.0498714321730447,-0.104325323815737,67.5817539342187,3.84060356606813,0.0500255101058314,33.3937554988445,67.6073479052703,3.8661975371197,0.0492680226159836,29.8168304874737,67.6053327790251,3.8641824108745,0.0493272212377702,53,TRUE,TRUE
"FPM_Time",91,59.0156788971994,1,9.46861476676659,10.7447395973977,0.139643674103076,0.0752921213585069,223.094026197597,0.129964269719784,226.944003175013,3.84997697741656,0.0497466735631922,0.079272493132522,226.933425099221,3.83939890162367,0.0500614655629393,10.6257329909224,226.926393061058,3.83236686346063,0.0502718955443501,8.88655233216949,226.837339479415,3.74331328181813,0.0530192136006907,54,FALSE,TRUE
"FPM_Time",54,111.570694730393,1,29.5939554086779,29.2627991262675,0.0794253169623701,0.0694621427658675,132.385468405139,0.125483799789998,136.242399450333,3.85693104519413,0.0495408678793635,0.026195862179754,136.231183393944,3.84571498880456,0.0498732533947208,31.8482583770663,136.247353068494,3.86188466335494,0.0493948141408058,27.4434476156823,136.245847748053,3.86037934291335,0.0494391492269366,55,TRUE,TRUE
"FPM_Time",46,126.275257882138,1,29.947959748457,28.1297088997007,0.459979422104499,0.518939449693667,112.772804691394,0.528635842354451,116.613337815075,3.84053312368127,0.0500276118389136,0.420996057747204,116.636094320636,3.86328962924185,0.049353472608123,32.3059941607937,116.637891780247,3.86508708885232,0.0493006351098372,27.7048898231261,116.634907096219,3.86210240482521,0.0493884046400124,56,TRUE,TRUE
"FPM_Time",64,145.432259986964,1,24.8092913424639,23.9225405104956,0.044338598023217,0.0546455297702373,156.901295505552,0.0582354368754557,160.739730426145,3.8384349205927,0.0500902570429015,0.0371337536938661,160.738538341314,3.83724283576126,0.0501258855599409,25.9136196607752,160.733320461994,3.83202495644142,0.0502821507285018,23.7351669455824,160.733051772635,3.83175626708262,0.0502902113681776,57,TRUE,TRUE
"FPM_Time",12,52.0697456433726,1,2.11467493424549,2.53502083016099,0.395858516843635,0.355874818106577,29.4189924668257,0.463751457900026,33.2796436205548,3.8606511537291,0.0494311406762347,0.319348790125458,33.2605324433331,3.84153997650747,0.0499975800392606,2.78202740251666,33.275466632844,3.85647416601834,0.0495543615785896,1.56696656215158,33.2702520497623,3.85125958293668,0.0497086470229663,58,TRUE,TRUE
"FPM_Time",96,155.607087915611,1,31.0555523020464,30.2868244105066,0.331602998875822,0.336644495586198,235.351989272268,0.349263978158761,239.210230479457,3.85824120718908,0.0495021944150849,0.292507488635106,239.193867227162,3.8418779548935,0.0499875032944259,32.8992273860331,239.204795786728,3.8528065144601,0.0496628246239031,29.2801056863068,239.204442738939,3.85245346667102,0.0496732784901588,59,TRUE,TRUE
"FPM_Time",73,254.200114091247,1,55.8096877722366,57.1291892567344,-0.11618353252847,-0.128515559437662,178.965541495887,-0.11904392760416,182.802913979549,3.83737248366177,0.0501220094019273,-0.128022027517635,182.806889875852,3.84134837996484,0.0500032933976325,57.3717821748882,182.817922378149,3.85238088226168,0.0496754280275166,54.2734342003159,182.817276139386,3.85173464349921,0.049694570276579,60,FALSE,TRUE
"FPM_Time",56,148.197273863775,1,24.7044858104176,23.8112559574809,-0.0243015572590499,-0.0141166591547545,137.288631618623,-0.0114877587967558,141.128360902793,3.83972928416944,0.0500516019629383,-0.0409397709049504,141.124922623491,3.83629100486746,0.0501543526981669,26.0204045387737,141.141232268465,3.85260064984152,0.0496689200634262,23.4308171185264,141.140451842821,3.85182022419809,0.0496920348417034,61,TRUE,TRUE
"FPM_Time",34,127.021691972855,1,33.8063526365321,35.3510507828881,0.492668720086189,0.467480496471472,83.3538240955697,0.496510919305162,87.1877212662992,3.83389717072953,0.0502260224754855,0.43788334098587,87.1927802348891,3.83895613931936,0.0500746874914075,35.7211582249832,87.1747933382496,3.82096924267994,0.0506149511174716,31.959618748935,87.1756129481014,3.82178885253167,0.0505901994042122,62,TRUE,TRUE
"FPM_Time",77,242.525738753459,1,24.1721634494306,24.2494773918256,0.59242004032948,0.583765948954043,188.771873382673,0.578003971892942,192.60878349098,3.83691010830717,0.0501358347541199,0.572871822284712,192.610679384756,3.83880600208386,0.0500791717817011,25.0683791249076,192.605625165385,3.8337517827122,0.0502303787792931,23.5571534872808,192.507430868286,3.73555748561358,0.0532658889988129,63,FALSE,TRUE
"FPM_Time",25,194.920673449088,1,24.8030004639509,23.7371676678072,0.289418544144345,0.309462546553292,61.2895691268627,0.303213785616811,65.1254211353679,3.83585200850521,0.0501674878560698,0.276737417804281,65.1197738081305,3.83020468126782,0.0503367854257553,25.7143771777272,65.1190881104122,3.82951898354953,0.0503573825832804,23.9130485490902,65.1198528046232,3.83028367776057,0.0503344130816145,64,TRUE,TRUE
"FPM_Time",62,131.536086069529,1,35.073019245171,35.1154433805488,0.0594133947177847,0.0739953074742025,151.998128207347,0.0903013246538381,155.845121781651,3.84699357430449,0.0498352440842107,0.0168853380666562,155.839705045123,3.8415768377759,0.0499964809250776,37.28645780188,155.857593203625,3.85946499627784,0.049466099316958,32.9444231765957,155.856760764995,3.85863255764801,0.0494906486879105,65,TRUE,TRUE
"FPM_Time",76,130.846565556252,1,18.934144603692,19.3359189334984,-0.135968580028855,-0.137471940230648,186.320285671979,-0.136508791727254,190.165008754652,3.84472308267331,0.0499027615052801,-0.146590226872575,190.16098588411,3.84070021213125,0.0500226267064572,19.8064097769592,190.167308932024,3.84702326004563,0.0498343619612432,18.0798060576029,190.174701840935,3.85441616895639,0.0496151916467348,66,FALSE,TRUE
"FPM_Time",61,144.452260299144,1,5.52703747253738,5.94770931132302,0.382006335863175,0.362737130237574,149.546545615269,0.369397881644891,153.387343937712,3.84079832244265,0.0500196998013985,0.364883813317391,153.386049124488,3.83950350921944,0.0500583422717632,5.90544621731265,153.383702988162,3.83715737289293,0.0501284408658018,5.35042409105368,153.371803447737,3.82525783246794,0.0504855799306345,67,FALSE,TRUE
