"model","initial_nBites","initial_Emax","nBites","Emax","nSim","initial_theta","theta","initial_r","r","min_n2ll","u95CI_theta","u95CI_theta_n2ll","u95CI_theta_chisq","u95CI_theta_chisq.p","l95CI_theta","l95CI_theta_n2ll","l95CI_theta_chisq","l95CI_theta_chisq.p","u95CI_r","u95CI_r_n2ll","u95CI_r_chisq","u95CI_r_chisq.p","l95CI_r","l95CI_r_n2ll","l95CI_r_chisq","l95CI_r_chisq.p","r_CIfit","theta_CIfit"
"FPM_Time",30,600,31,600,18,30,29.7695280519411,0.17,0.173467228781363,75.9990646071537,30.1248780658271,79.849620287517,3.85055568036334,0.0497295124416839,29.3931778614379,79.849620287517,3.85055568036334,0.0497295124416839,0.170445838313578,79.8399104714686,3.84084586431497,0.0500182815594357,0.170356927148332,79.8399104714686,3.84084586431497,0.0500182815594357,"N","Y"
"FPM_Time",30,600,31,600,19,30,29.6366533918642,0.17,0.173216646841138,75.9990657443676,30.3752074539914,79.8080959766434,3.80903023227579,0.0509769569675462,29.6346640100792,79.8080959766434,3.80903023227579,0.0509769569675462,0.168134931486477,79.8371186813167,3.83805293694908,0.05010167069075,0.16783959344573,79.8371186813167,3.83805293694908,0.05010167069075,"N","Y"
"FPM_Time",30,600,30,600,20,30,29.9033958610189,0.17,0.171794519751248,73.5474811952499,30.5418347560343,77.3941773915079,3.84669619625798,0.0498440816951821,29.4541924729762,77.3941773915079,3.84669619625798,0.0498440816951821,0.169859284701202,77.3877944433771,3.8403132481272,0.0500341726898803,0.168776595124236,77.3877944433771,3.8403132481272,0.0500341726898803,"N","Y"
"FPM_Time",30,600,27,600,21,30,29.8666999336349,0.17,0.172029634965885,66.1927341576528,30.373774719172,70.0111958755864,3.81846171793359,0.0506907563453384,29.6223208546862,70.0111958755864,3.81846171793359,0.0506907563453384,0.167622837784731,70.032006250719,3.83927209306627,0.0500652519890422,0.167308745364393,70.032006250719,3.83927209306627,0.0500652519890422,"N","Y"
"FPM_Time",30,600,24,600,22,30,29.8816728140386,0.17,0.169766271841525,58.8379849615891,30.3517502299042,62.6736257172546,3.83564075566545,0.0501738100226677,29.6234855665588,62.6736257172546,3.83564075566545,0.0501738100226677,0.172321371706768,62.6770757372177,3.83909077562856,0.0500706665427378,0.170923728758626,62.6770757372177,3.83909077562856,0.0500706665427378,"N","Y"
"FPM_Time",30,600,35,600,23,30,29.7533687141375,0.17,0.171056301715077,85.80539504092,30.4460728064251,89.6515641422238,3.8461691013038,0.049859750202451,29.4150133231067,89.6515641422238,3.8461691013038,0.049859750202451,0.174213574322634,89.6498579446176,3.84446290369758,0.0499105045955062,0.170079736142382,89.6498579446176,3.84446290369758,0.0499105045955062,"N","Y"
"FPM_Time",30,600,34,600,24,30,29.9069278812816,0.17,0.171775294262379,83.3538123166001,30.5363569978278,87.2007153837721,3.84690306717199,0.0498379336395307,29.4595861169145,87.2007153837721,3.84690306717199,0.0498379336395307,0.169580882200948,87.1951707247852,3.84135840818507,0.0500029943416421,0.167213797424445,87.1951707247852,3.84135840818507,0.0500029943416421,"N","Y"
"FPM_Time",30,600,31,600,25,30,29.6385482113882,0.17,0.17321418305028,75.9990640926842,30.3763676722399,79.8259821720887,3.82691807940446,0.0504355901930634,29.6445051975555,79.8259821720887,3.82691807940446,0.0504355901930634,0.168487931687138,79.8385973942948,3.83953330161064,0.0500574527916907,0.167804730358037,79.8385973942948,3.83953330161064,0.0500574527916907,"N","Y"
"FPM_Time",30,600,27,600,26,30,30.2508532585725,0.17,0.168038286638847,66.1927334591044,29.671480988867,70.0283213780545,3.83558791895011,0.050175391399383,29.573700614532,70.0283213780545,3.83558791895011,0.050175391399383,0.173191038388929,70.0311916028459,3.83845814374153,0.0500895632252416,0.172163147352799,70.0311916028459,3.83845814374153,0.0500895632252416,"N","N"
"FPM_Time",30,600,24,600,27,30,29.894644744371,0.17,0.171851502867107,58.8379849550964,30.5567790504681,62.6860343408443,3.84804938574791,0.0498038803879828,29.4396827567665,62.6860343408443,3.84804938574791,0.0498038803879828,0.169703385981384,62.6763251086914,3.83834015359496,0.0500930884186928,0.166961774050106,62.6763251086914,3.83834015359496,0.0500930884186928,"N","Y"
"FPM_Time",30,600,29,600,28,30,29.6455111832713,0.17,0.174443422847697,80.0841175395502,29.8785373849496,83.9397547997858,3.85563726023557,0.0495790892448678,29.4136314599424,83.9397547997858,3.85563726023557,0.0495790892448678,0.175551739849121,83.9265157114447,3.84239817189446,0.0499719973420492,0.172950797344911,83.9265157114447,3.84239817189446,0.0499719973420492,"N","N"
"FPM_Time",30,600,30,600,29,30,29.5276434971977,0.17,0.173353776555745,73.5474985362763,30.4298430906055,77.3947262593604,3.84722772308403,0.0498282867132056,29.388464639147,77.3947262593604,3.84722772308403,0.0498282867132056,0.171195931932864,77.3890043316984,3.84150579542209,0.0499985992596587,0.16865493986285,77.3890043316984,3.84150579542209,0.0499985992596587,"Y","Y"
"FPM_Time",30,600,28,600,30,30,29.6303558823501,0.17,0.174619147691156,77.5350794308722,29.8671073451482,81.3905640563603,3.8554846254881,0.049583600478001,29.3952372311165,81.3905640563603,3.8554846254881,0.049583600478001,0.175053166493327,81.3753668586461,3.84028742777399,0.0500349432012058,0.172867196560127,81.3753668586461,3.84028742777399,0.0500349432012058,"N","N"
"FPM_Time",30,600,34,600,31,30,29.8651387578939,0.17,0.17203954707997,83.3538131781598,30.3816495996862,87.1766208725739,3.8228076944141,0.0505594488425788,29.6407461454113,87.1766208725739,3.8228076944141,0.0505594488425788,0.167356553873528,87.1938747409637,3.84006156280391,0.0500416838262674,0.167256347325404,87.1938747409637,3.84006156280391,0.0500416838262674,"N","Y"
"FPM_Time",30,600,21,600,32,30,29.5555882233021,0.17,0.173370659875459,51.4832376550749,30.5690799927533,55.3322775032602,3.84903984818528,0.0497744768916309,29.4278340754284,55.3322775032602,3.84903984818528,0.0497744768916309,0.168598910224895,55.3250745571571,3.84183690208221,0.0499887271596825,0.167356615330154,55.3250745571571,3.84183690208221,0.0499887271596825,"N","Y"
"FPM_Time",30,600,35,600,33,30,29.7194874283837,0.17,0.173519998052224,86.0344704185503,29.9864869953289,89.887398996945,3.85292857839475,0.0496592108095874,29.4533941442459,89.887398996945,3.85292857839475,0.0496592108095874,0.17541645486139,89.8752095636226,3.84073914507235,0.0500214652062496,0.172682439174529,89.8752095636226,3.84073914507235,0.0500214652062496,"N","N"
"FPM_Time",30,600,34,600,34,30,29.650846479735,0.17,0.173160824657898,83.3538152040708,30.533400587553,87.2007225820823,3.84690737801152,0.0498378055329842,29.4624220844931,87.2007225820823,3.84690737801152,0.0498378055329842,0.169558274055609,87.1947157728962,3.84090056882543,0.05001664969832,0.166627439140948,87.1947157728962,3.84090056882543,0.05001664969832,"N","Y"
"FPM_Time",30,600,31,600,35,30,30.0183153724356,0.17,0.170279751370519,75.9990645076138,30.0344705791634,79.8324702879679,3.83340578035403,0.0502407477554019,29.6002891068814,79.8324702879679,3.83340578035403,0.0502407477554019,0.173542210138222,79.8379012710807,3.83883676346684,0.0500782529679248,0.171372670231278,79.8379012710807,3.83883676346684,0.0500782529679248,"N","Y"
"FPM_Time",30,600,23,600,36,30,29.86421962153,0.17,0.169893520133778,56.3864022965428,30.3707177735347,60.2215077931085,3.83510549656566,0.050189832498479,29.621931179393,60.2215077931085,3.83510549656566,0.050189832498479,0.171179912788622,60.2262109364218,3.83980863987892,0.0500492330971172,0.170548763679579,60.2262109364218,3.83980863987892,0.0500492330971172,"N","Y"
"FPM_Time",30,600,25,600,37,30,29.5886362844969,0.17,0.175167981507179,75.834263282504,29.8441079597104,79.6905372099822,3.8562739274782,0.0495602767478518,29.3347763437356,79.6905372099822,3.8562739274782,0.0495602767478518,0.175610393748088,79.6753769224693,3.84111363996529,0.0500102942228773,0.17328122727023,79.6753769224693,3.84111363996529,0.0500102942228773,"N","N"
"FPM_Time",30,600,23,600,38,30,29.8827069619821,0.17,0.169752906516147,56.3864030277445,30.3692815643471,60.2221679513909,3.83576492364638,0.0501700939438274,29.6229931989668,60.2221679513909,3.83576492364638,0.0501700939438274,0.172023898206586,60.2232003969333,3.8367973691888,0.0501392063450335,0.169853810739119,60.2232003969333,3.8367973691888,0.0501392063450335,"Y","Y"
"FPM_Time",30,600,29,600,39,30,29.6692178713706,0.17,0.173091212496977,71.0959001817461,30.3751081841014,74.9322601456393,3.83635996389319,0.0501522897136657,29.6177300112587,74.9322601456393,3.83635996389319,0.0501522897136657,0.170301105898633,74.9355645069012,3.83966432515511,0.0500535411578317,0.169021341717279,74.9355645069012,3.83966432515511,0.0500535411578317,"Y","Y"
"FPM_Time",30,600,31,600,40,30,29.8874458863185,0.17,0.169722089943395,75.9990640994657,30.3395871622322,79.8349118343855,3.8358477349198,0.0501676157433752,29.6135828484496,79.8349118343855,3.8358477349198,0.0501676157433752,0.172760948791933,79.8383613063802,3.83929720691452,0.0500645020808356,0.172060324611548,79.8383613063802,3.83929720691452,0.0500645020808356,"N","Y"
"FPM_Time",30,600,27,600,41,30,29.5518795049998,0.17,0.173331870925043,66.1927369713556,30.5504261220439,70.039909088042,3.84717211668638,0.0498299388789046,29.4459550216907,70.039909088042,3.84717211668638,0.0498299388789046,0.168736683349803,70.0319719049063,3.8392349335507,0.0500663616068211,0.166414300136754,70.0319719049063,3.8392349335507,0.0500663616068211,"N","Y"
"FPM_Time",30,600,26,600,42,30,29.5538118451107,0.17,0.173350350638126,63.7411533753513,30.5528577659219,67.589140152287,3.84798677693577,0.0498057396494489,29.4433977335181,67.589140152287,3.84798677693577,0.0498057396494489,0.170128763444608,67.5805401413668,3.83938676601552,0.0500618279116956,0.166350355355541,67.5805401413668,3.83938676601552,0.0500618279116956,"Y","Y"
"FPM_Time",30,600,23,600,43,30,29.5733207347251,0.17,0.175363012380071,72.2590369468737,29.8437113414096,76.1167031709738,3.85766622410006,0.0495191628828803,29.3043868132936,76.1167031709738,3.85766622410006,0.0495191628828803,0.177242335198648,76.1001967268318,3.84115977995802,0.0500089180738523,0.174559385675174,76.1001967268318,3.84115977995802,0.0500089180738523,"N","N"
"FPM_Time",30,600,30,600,44,30,29.6467587519607,0.17,0.173174724581714,73.5474811687568,30.5408837166538,77.4053345466391,3.85785337788222,0.0495136390671109,29.455119360933,77.4053345466391,3.85785337788222,0.0495136390671109,0.169215176716813,77.3873806810846,3.8398995123277,0.0500465205879239,0.166543249783814,77.3873806810846,3.8398995123277,0.0500465205879239,"N","Y"
"FPM_Time",30,600,25,600,45,30,30.0381355512043,0.17,0.169198595557983,61.2895677007838,30.4525117600682,65.1383067057426,3.84873900495871,0.0497834059747846,29.3865855784064,65.1383067057426,3.84873900495871,0.0497834059747846,0.171806729827453,65.1316401620303,3.8420724612465,0.0499817051068409,0.168556388300516,65.1316401620303,3.8420724612465,0.0499817051068409,"Y","Y"
"FPM_Time",30,600,34,600,46,30,30.0092012612925,0.17,0.171187347812825,83.3538198950519,30.2024840710521,87.1906659968876,3.83684610183576,0.0501377489106798,29.595263824194,87.1906659968876,3.83684610183576,0.0501377489106798,0.173050408783926,87.1935803688123,3.83976047376038,0.0500506709010422,0.172858671421638,87.1935803688123,3.83976047376038,0.0500506709010422,"N","Y"
"FPM_Time",30,600,28,600,47,30,29.8872930809183,0.17,0.171899249836767,68.6443158052788,30.548018338118,72.4922188793956,3.84790307411673,0.0498082254432641,29.4481796495749,72.4922188793956,3.84790307411673,0.0498082254432641,0.17197069798751,72.4845299686629,3.84021416338409,0.0500371295696197,0.167236033871226,72.4845299686629,3.84021416338409,0.0500371295696197,"Y","Y"
"FPM_Time",30,600,23,600,48,30,29.5910249520795,0.17,0.175127695438357,71.1677180872839,29.860966057343,75.0250331367271,3.85731504944319,0.0495295295068231,29.3229639920291,75.0250331367271,3.85731504944319,0.0495295295068231,0.176873773886969,75.0092170923921,3.84149900510822,0.0499988017375984,0.174674363890387,75.0092170923921,3.84149900510822,0.0499988017375984,"N","N"
"FPM_Time",30,600,25,600,49,30,29.8813760093407,0.17,0.169762597529563,61.289567642382,30.3704505739322,65.1262411043894,3.8366734620074,0.0501429122058877,29.6222333379299,65.1262411043894,3.8366734620074,0.0501429122058877,0.172441539397029,65.1286902586832,3.83912261630123,0.050069715662586,0.17125548935365,65.1286902586832,3.83912261630123,0.050069715662586,"N","Y"
"FPM_Time",30,600,37,600,50,30,29.6549355771459,0.17,0.173150737126785,90.7085605872453,30.3829348775173,94.5451307405487,3.83657015330338,0.050146002221287,29.6098263640052,94.5451307405487,3.83657015330338,0.050146002221287,0.17087053743965,94.5466999319757,3.83813934473037,0.0500990885910486,0.16838146667635,94.5466999319757,3.83813934473037,0.0500990885910486,"Y","Y"
"FPM_Time",30,600,37,600,51,30,30.3862334529045,0.17,0.167822478482884,90.7085606803077,30.3249259875058,94.5551194540589,3.84655877375114,0.0498481662367675,29.4252463375059,94.5551194540589,3.84655877375114,0.0498481662367675,0.17411873867529,94.5499346775009,3.84137399719317,0.0500025294586898,0.173381809137746,94.5499346775009,3.84137399719317,0.0500025294586898,"N","Y"
"FPM_Time",30,600,22,600,52,30,29.866082461517,0.17,0.169880029593865,53.9348213352217,30.3616624171873,57.7714055835204,3.8365842482987,0.0501455806210203,29.6236955503333,57.7714055835204,3.8365842482987,0.0501455806210203,0.171924843087357,57.7746006236858,3.83977928846419,0.050050109259249,0.170126147972265,57.7746006236858,3.83977928846419,0.050050109259249,"N","Y"
"FPM_Time",30,600,30,600,53,30,29.8771451840281,0.17,0.169797332835034,73.5474877269098,30.3534349582707,77.3838744871172,3.8363867602074,0.050151488096879,29.6170672210424,77.3838744871172,3.8363867602074,0.050151488096879,0.17252187765062,77.3868756056239,3.83938787871408,0.0500617946882813,0.171030062516002,77.3868756056239,3.83938787871408,0.0500617946882813,"N","Y"
"FPM_Time",30,600,37,600,54,30,29.8742300032589,0.17,0.169820005978419,90.7085605018814,30.3608692414916,94.5550808998655,3.84652039798411,0.049849306923981,29.4633995127101,94.5550808998655,3.84652039798411,0.049849306923981,0.173888502991281,94.5494300956165,3.84086959373512,0.050017573692833,0.173669858819136,94.5494300956165,3.84086959373512,0.050017573692833,"N","Y"
"FPM_Time",30,600,27,600,55,30,29.9145074407889,0.17,0.172311448335109,66.1927346823528,30.3456590017771,70.0406209502933,3.84788626794051,0.0498087245663752,29.3746361756762,70.0406209502933,3.84788626794051,0.0498087245663752,0.173650671559874,70.0335774467161,3.84084276436326,0.0500183740341286,0.172499535301987,70.0335774467161,3.84084276436326,0.0500183740341286,"N","Y"
"FPM_Time",30,600,34,600,56,30,29.5561170896901,0.17,0.17334722820306,83.3538141312576,30.5363130611399,87.2315037218465,3.8776895905889,0.048931849981088,29.4682736269402,87.2315037218465,3.8776895905889,0.048931849981088,0.168270864447342,87.1945465569079,3.8407324256503,0.0500216656671105,0.166253750176198,87.1945465569079,3.8407324256503,0.0500216656671105,"N","Y"
"FPM_Time",30,600,19,600,57,30,29.8868446337823,0.17,0.171914603684594,46.5800714710313,30.572715243242,50.4298542651699,3.84978279413862,0.0497524333645905,29.4241716694184,50.4298542651699,3.84978279413862,0.0497524333645905,0.170527914250608,50.418965056763,3.8388935857317,0.0500765557867923,0.166078079806987,50.418965056763,3.8388935857317,0.0500765557867923,"Y","Y"
"FPM_Time",30,600,22,600,58,30,29.5549518367801,0.17,0.173354798989412,53.9348205374243,30.5628683853756,57.7834665075525,3.84864597012823,0.0497861676084956,29.4338591671231,57.7834665075525,3.84864597012823,0.0497861676084956,0.170984776608815,57.7750326082282,3.8402120708039,0.0500371920182376,0.166382657181977,57.7750326082282,3.8402120708039,0.0500371920182376,"Y","Y"
"FPM_Time",30,600,25,600,59,30,29.9173533056239,0.17,0.169497656261311,61.2895680149219,30.5516142536001,65.1379311525085,3.84836313758652,0.0497945641665446,29.4448142687454,65.1379311525085,3.84836313758652,0.0497945641665446,0.173881614836407,65.1297420579865,3.84017404306459,0.0500383268898109,0.173466788341176,65.1297420579865,3.84017404306459,0.0500383268898109,"N","Y"
"FPM_Time",30,600,27,600,60,30,29.567163974831,0.17,0.173356377069169,66.1927333989345,30.5460508307698,70.0585578486588,3.86582444972429,0.0492789771896623,29.4503204523245,70.0585578486588,3.86582444972429,0.0492789771896623,0.168949015280157,70.033835792666,3.8411023937315,0.0500106296536517,0.166550469306023,70.033835792666,3.8411023937315,0.0500106296536517,"N","Y"
"FPM_Time",30,600,27,600,61,30,30.2550129196209,0.17,0.169339958615214,66.1927333755568,30.4597988158622,70.040736960042,3.84800358448518,0.0498052405171588,29.4036827656623,70.040736960042,3.84800358448518,0.0498052405171588,0.174419391245416,70.033195547276,3.84046217171917,0.0500297288701012,0.17388425289222,70.033195547276,3.84046217171917,0.0500297288701012,"N","Y"
"FPM_Time",30,600,35,600,62,30,29.9004033847005,0.17,0.171816151742386,85.8053946923549,30.3811653393313,89.6520532358715,3.8466585435166,0.049845200793926,29.461319579905,89.6520532358715,3.8466585435166,0.049845200793926,0.168655992307876,89.6450459497174,3.83965125736243,0.0500539312748948,0.167979924542407,89.6450459497174,3.83965125736243,0.0500539312748948,"N","Y"
"FPM_Time",30,600,33,600,63,30,29.8742300032589,0.17,0.169820005978419,80.9022294020811,30.2943463130943,84.7386588740217,3.83642947194062,0.0501502103953252,29.6122217921956,84.7386588740217,3.83642947194062,0.0501502103953252,0.172013238235296,84.7420251929353,3.83979579085421,0.0500496166483171,0.170621918396158,84.7420251929353,3.83979579085421,0.0500496166483171,"N","Y"
"FPM_Time",30,600,24,600,64,30,29.9688175510733,0.17,0.171149097724751,58.8379955913589,30.1821966012839,62.6895720048445,3.85157641348565,0.0496992583978854,29.3849372214584,62.6895720048445,3.85157641348565,0.0496992583978854,0.175687970835167,62.6796726379363,3.84167704657743,0.0499934930691759,0.175657498366264,62.6796726379363,3.84167704657743,0.0499934930691759,"N","Y"
"FPM_Time",30,600,34,600,65,30,29.9227415054167,0.17,0.171125198979135,83.3538199728451,29.936073410369,87.1843399516607,3.83051997881563,0.0503273174285941,29.639028169655,87.1843399516607,3.83051997881563,0.0503273174285941,0.172332254867588,87.193163526067,3.83934355322192,0.0500631181952085,0.171887101872223,87.193163526067,3.83934355322192,0.0500631181952085,"N","N"
"FPM_Time",30,600,24,600,66,30,30.0486826109013,0.17,0.169255708855022,58.8379859808905,30.2315285806969,62.6736800026424,3.83569402175193,0.0501722158483985,29.5742764585932,62.6736800026424,3.83569402175193,0.0501722158483985,0.17161274933506,62.6771617772726,3.83917579638209,0.0500681275513959,0.170645744192613,62.6771617772726,3.83917579638209,0.0500681275513959,"N","Y"
"FPM_Time",30,600,24,600,67,30,29.8926428083242,0.17,0.171861931153494,58.8379879269494,30.5597703526068,62.6858608748312,3.84787294788183,0.0498091201597646,29.436594467687,62.6858608748312,3.84787294788183,0.0498091201597646,0.169046925753406,62.6788656470115,3.84087772006205,0.0500173312807698,0.167934303830539,62.6788656470115,3.84087772006205,0.0500173312807698,"N","Y"
"FPM_Time",30,600,33,600,68,30,29.7001949167212,0.17,0.173765580389402,82.0203148483221,29.9490907923622,85.8739911978566,3.85367634953457,0.0496370784243455,29.4523382581782,85.8739911978566,3.85367634953457,0.0496370784243455,0.174224795791382,85.8614339769413,3.84111912861923,0.0500101305188524,0.172576189212464,85.8614339769413,3.84111912861923,0.0500101305188524,"N","N"
"FPM_Time",30,600,31,600,69,30,29.5779341966469,0.17,0.173370142653211,75.9990638648043,30.5398380082113,79.8442432860353,3.84517942123099,0.0498891836474211,29.4556964935932,79.8442432860353,3.84517942123099,0.0498891836474211,0.173307581286104,79.8385681710524,3.83950430624816,0.050058318475498,0.171080507933543,79.8385681710524,3.83950430624816,0.050058318475498,"N","Y"
"FPM_Time",30,600,25,600,70,30,29.6777955502164,0.17,0.17402842703771,65.7635490746169,29.9323239526052,69.619649868057,3.85610079344013,0.0495653918347374,29.4243332616415,69.619649868057,3.85610079344013,0.0495653918347374,0.174104611647591,69.6060878510068,3.84253877638999,0.0499678072584455,0.172356552569626,69.6060878510068,3.84253877638999,0.0499678072584455,"N","N"
"FPM_Time",30,600,38,600,71,30,29.6814704434872,0.17,0.173469824522381,93.1601429552154,30.3046233602095,96.9964895160557,3.83634656084031,0.0501526906735968,29.5648981018278,96.9964895160557,3.83634656084031,0.0501526906735968,0.172666423194947,96.9995352286808,3.83939227346542,0.0500616634682027,0.171246933991717,96.9995352286808,3.83939227346542,0.0500616634682027,"N","Y"
"FPM_Time",30,600,19,600,72,30,29.7075950362875,0.17,0.173626885047633,48.4043499659339,30.0104006831818,52.262677295559,3.85832732962518,0.0494996533635264,29.4064187984428,52.262677295559,3.85832732962518,0.0494996533635264,0.175859200579946,52.2459123868036,3.84156242086978,0.0499969107994312,0.173578237679133,52.2459123868036,3.84156242086978,0.0499969107994312,"N","Y"
